1545.5175.7 <|> 17578.8
-121.6 <|> -12177.2
-62.7 <|> -6278.87
67.8 <|> 6789.59
112 <|> 11215.8
36.3 <|> 3635.13
-79.7 <|> -7981.27
-116.8 <|> -11696.5
-17 <|> -1702.4
105.2 <|> 10534.9
105 <|> 10514.8
-2.3 <|> -230.325
-110.5 <|> -11065.6
-114.7 <|> -11486.2
27.9 <|> 2793.95
161.6 <|> 16182.9
75.3 <|> 7540.65
-121.1 <|> -12127.1
-125.4 <|> -12557.7
43.6 <|> 4366.17
103.8 <|> 10394.7
6.3 <|> 630.891
-53.3 <|> -5337.54
-5 <|> -500.707
33 <|> 3304.67
-7.7 <|> -771.089
-50.3 <|> -5037.11
-13 <|> -1301.84
48.5 <|> 4856.86
33.9 <|> 3394.79
-3.3 <|> -330.467
18.5 <|> 1852.62
-22.2 <|> -2223.14
-131.2 <|> -13138.6
-34.1 <|> -3414.82
197.8 <|> 19808
125.7 <|> 12587.8
-169.5 <|> -16974
-164.9 <|> -16513.3
112.3 <|> 11245.9
149.4 <|> 14961.1
-84.3 <|> -8441.92
-143.5 <|> -14370.3
47 <|> 4706.65
151.1 <|> 15131.4
46.1 <|> 4616.52
-107.6 <|> -10775.2
-145.5 <|> -14570.6
-9.5 <|> -951.344
161.6 <|> 16182.9
129 <|> 12918.2
-78.6 <|> -7871.12
-160.1 <|> -16032.6
-28.3 <|> -2834
80.1 <|> 8021.33
65 <|> 6509.19
35.4 <|> 3545.01
-1.2 <|> -120.17
-73.9 <|> -7400.45
-94.6 <|> -9473.38
-7.1 <|> -711.004
109.4 <|> 10955.5
122.1 <|> 12227.3
-12.1 <|> -1211.71
-145.9 <|> -14610.6
-106 <|> -10615
50.7 <|> 5077.17
132.4 <|> 13258.7
73.9 <|> 7400.45
-50.9 <|> -5097.2
-131.3 <|> -13148.6
-66.7 <|> -6679.43
98.8 <|> 9893.97
143.4 <|> 14360.3
-11.6 <|> -1161.64
-150.2 <|> -15041.2
-82.8 <|> -8291.71
97.8 <|> 9793.83
138.6 <|> 13879.6
-18 <|> -1802.55
-130.9 <|> -13108.5
-49.2 <|> -4926.96
76 <|> 7610.75
80.9 <|> 8101.44
-13.6 <|> -1361.92
-78 <|> -7811.03
-34.5 <|> -3454.88
49.6 <|> 4967.01
59.8 <|> 5988.46
-8.7 <|> -871.23
-54.7 <|> -5477.74
-20 <|> -2002.83
24.8 <|> 2483.51
13.2 <|> 1321.87
-3.7 <|> -370.523
14.1 <|> 1411.99
10.4 <|> 1041.47
-26.5 <|> -2653.75
-24.1 <|> -2413.41
18.3 <|> 1832.59
18.9 <|> 1892.67
-23.4 <|> -2343.31
-10.1 <|> -1011.43
55.6 <|> 5567.86
31.5 <|> 3154.45
-79.4 <|> -7951.23
-83.2 <|> -8331.77
52.5 <|> 5257.42
125.9 <|> 12607.8
25.1 <|> 2513.55
-121.6 <|> -12177.2
-115.1 <|> -11526.3
60.3 <|> 6038.53
170.4 <|> 17064.1
40.1 <|> 4015.67
-158.5 <|> -15872.4
-135.2 <|> -13539.1
75 <|> 7510.61
169.8 <|> 17004
42.3 <|> 4235.98
-117.7 <|> -11786.6
-129.9 <|> -13008.4
3.4 <|> 340.481
140.7 <|> 14089.9
113.7 <|> 11386.1
-77.1 <|> -7720.9
-176.9 <|> -17715
-18.4 <|> -1842.6
160.1 <|> 16032.6
91.9 <|> 9203
-83.7 <|> -8381.84
-107.5 <|> -10765.2
1.4 <|> 140.198
62 <|> 6208.77
31 <|> 3104.38
5.7 <|> 570.806
0 <|> 0
-41.2 <|> -4125.83
-55.9 <|> -5597.91
24.4 <|> 2443.45
84.8 <|> 8491.99
15.6 <|> 1562.21
-76.7 <|> -7680.85
-45.4 <|> -4546.42
57.2 <|> 5728.09
62.5 <|> 6258.84
-40.5 <|> -4055.73
-76.5 <|> -7660.82
26 <|> 2603.68
86.8 <|> 8692.28
-20 <|> -2002.83
-103 <|> -10314.6
12.1 <|> 1211.71
133.3 <|> 13348.9
34.8 <|> 3484.92
-135.4 <|> -13559.1
-110.4 <|> -11055.6
59.7 <|> 5978.44
122.7 <|> 12287.4
41.2 <|> 4125.83
-28.7 <|> -2874.06
-43.4 <|> -4346.14
-61.3 <|> -6138.67
-62.1 <|> -6218.78
14.5 <|> 1452.05
120.6 <|> 12077.1
117.2 <|> 11736.6
-26.3 <|> -2633.72
-150.6 <|> -15081.3
-122.3 <|> -12247.3
18.3 <|> 1832.59
147.6 <|> 14780.9
138.5 <|> 13869.6
-21.8 <|> -2183.08
-156.3 <|> -15652.1
-117.8 <|> -11796.7
39.1 <|> 3915.53
137.7 <|> 13789.5
78.2 <|> 7831.06
-40.1 <|> -4015.67
-93.4 <|> -9353.21
-71.7 <|> -7180.14
15.4 <|> 1542.18
103.3 <|> 10344.6
76.6 <|> 7670.83
-41.4 <|> -4145.85
-111.5 <|> -11165.8
-49.1 <|> -4916.94
65.8 <|> 6589.31
90.1 <|> 9022.74
21.6 <|> 2163.05
-53.4 <|> -5347.55
-79.8 <|> -7991.29
-23.8 <|> -2383.37
64.5 <|> 6459.12
77.3 <|> 7740.93
-0.8 <|> -80.1131
-71.6 <|> -7170.13
-43.2 <|> -4326.11
24.1 <|> 2413.41
28 <|> 2803.96
13.9 <|> 1391.97
22.5 <|> 2253.18
-9.8 <|> -981.386
-57.7 <|> -5778.16
-21.8 <|> -2183.08
56.1 <|> 5617.93
50.3 <|> 5037.11
-32.1 <|> -3214.54
-68 <|> -6809.62
-7.7 <|> -771.089
69.9 <|> 6999.89
63.1 <|> 6318.92
-34 <|> -3404.81
-99.6 <|> -9974.09
-42.1 <|> -4215.95
66.1 <|> 6619.35
100.4 <|> 10054.2
22.5 <|> 2253.18
-82.4 <|> -8251.65
-82.3 <|> -8241.64
10.5 <|> 1051.48
62.5 <|> 6258.84
30.2 <|> 3024.27
-11.9 <|> -1191.68
-2.1 <|> -210.297
6.5 <|> 650.919
-45.3 <|> -4536.41
-62.3 <|> -6238.81
38.2 <|> 3825.4
124.3 <|> 12447.6
37.5 <|> 3755.3
-122 <|> -12217.3
-124 <|> -12417.5
33.7 <|> 3374.77
138.7 <|> 13889.6
75.5 <|> 7560.68
-63.4 <|> -6348.97
-114.6 <|> -11476.2
-27.1 <|> -2713.83
79.1 <|> 7921.19
57.2 <|> 5728.09
-52.6 <|> -5267.44
-63.4 <|> -6348.97
63.4 <|> 6348.97
124.6 <|> 12477.6
-19.3 <|> -1932.73
-197.5 <|> -19777.9
-123.9 <|> -12407.5
146.8 <|> 14700.8
236.5 <|> 23683.4
29.7 <|> 2974.2
-172.6 <|> -17284.4
-147.6 <|> -14780.9
-2.8 <|> -280.396
76.8 <|> 7690.86
82.9 <|> 8301.72
71.6 <|> 7170.13
10 <|> 1001.41
-95.5 <|> -9563.51
-131.3 <|> -13148.6
-35.6 <|> -3565.03
112.4 <|> 11255.9
161.1 <|> 16132.8
38.5 <|> 3855.44
-136.5 <|> -13669.3
-166 <|> -16623.5
-10.2 <|> -1021.44
148.4 <|> 14861
130.2 <|> 13038.4
-16.1 <|> -1612.28
-117 <|> -11716.5
-102.7 <|> -10284.5
-0.2 <|> -20.0283
109.9 <|> 11005.5
106.5 <|> 10665.1
-23.2 <|> -2323.28
-118.4 <|> -11856.7
-64.1 <|> -6419.07
47.9 <|> 4796.77
79.5 <|> 7961.24
29.2 <|> 2924.13
-27.6 <|> -2763.9
-49 <|> -4906.93
-33.1 <|> -3314.68
11 <|> 1101.56
53.7 <|> 5377.59
35.5 <|> 3555.02
-32.7 <|> -3274.62
-45.8 <|> -4586.48
2.9 <|> 290.41
22.3 <|> 2233.15
5.4 <|> 540.764
2.3 <|> 230.325
6.8 <|> 680.962
-4.9 <|> -490.693
-19.3 <|> -1932.73
-6.4 <|> -640.905
12.2 <|> 1221.73
6.7 <|> 670.948
3.8 <|> 380.537
7.9 <|> 791.117
-6.1 <|> -610.863
-14.3 <|> -1432.02
-1.7 <|> -170.24
4.5 <|> 450.636
-6.6 <|> -660.933
-11.6 <|> -1161.64
21.1 <|> 2112.98
58.2 <|> 5828.23
9.1 <|> 911.287
-93.8 <|> -9393.27
-89.3 <|> -8942.63
48.2 <|> 4826.82
137.2 <|> 13739.4
54.7 <|> 5477.74
-85.6 <|> -8572.11
-106.6 <|> -10675.1
-20.3 <|> -2032.87
52 <|> 5207.35
70.8 <|> 7090.01
41.8 <|> 4185.91
-29.6 <|> -2964.19
-76.8 <|> -7690.86
-41.3 <|> -4135.84
33.1 <|> 3314.68
64.7 <|> 6479.15
29.6 <|> 2964.19
-31.3 <|> -3134.43
-55 <|> -5507.78
-16.8 <|> -1682.38
33.7 <|> 3374.77
40.2 <|> 4025.69
9.1 <|> 911.287
-25.9 <|> -2593.66
-39.9 <|> -3995.64
-13.6 <|> -1361.92
32.7 <|> 3274.62
43.2 <|> 4326.11
7.4 <|> 741.047
-33.6 <|> -3364.75
-41.5 <|> -4155.87
-2.2 <|> -220.311
39.7 <|> 3975.61
23.3 <|> 2333.3
-24.1 <|> -2413.41
-23.5 <|> -2353.32
24.8 <|> 2483.51
34.2 <|> 3424.84
-27.2 <|> -2723.85
-64.2 <|> -6429.08
-2.9 <|> -290.41
72.4 <|> 7250.24
51 <|> 5107.21
-35 <|> -3504.95
-70.8 <|> -7090.01
-14.6 <|> -1462.06
50.5 <|> 5057.14
33.3 <|> 3334.71
-23.1 <|> -2313.27
-24.2 <|> -2423.42
9.6 <|> 961.358
13.1 <|> 1311.85
-2.8 <|> -280.396
-7.1 <|> -711.004
-4.9 <|> -490.693
-1 <|> -100.141
7 <|> 700.99
7.5 <|> 751.061
-5.2 <|> -520.735
-5.3 <|> -530.75
7.2 <|> 721.018
0.9 <|> 90.1273
-12.4 <|> -1241.75
-2.9 <|> -290.41
11.8 <|> 1181.67
8.1 <|> 811.146
-3.3 <|> -330.467
-5.4 <|> -540.764
-3.9 <|> -390.552
-9.8 <|> -981.386
-4.3 <|> -430.608
24.7 <|> 2473.49
27.8 <|> 2783.93
-17.3 <|> -1732.45
-45.1 <|> -4516.38
-15.6 <|> -1562.21
29.2 <|> 2924.13
43.9 <|> 4396.21
14.8 <|> 1482.09
-31.9 <|> -3194.51
-45.1 <|> -4516.38
-15.2 <|> -1522.15
30.1 <|> 3014.26
48.9 <|> 4896.92
10.6 <|> 1061.5
-40.1 <|> -4015.67
-32.6 <|> -3264.61
12.2 <|> 1221.73
26.1 <|> 2613.69
-4 <|> -400.566
-22 <|> -2203.11
8.7 <|> 871.23
36.3 <|> 3635.13
10.2 <|> 1021.44
-44.9 <|> -4496.35
-54.8 <|> -5487.75
16.7 <|> 1672.36
76.7 <|> 7680.85
36 <|> 3605.09
-45.4 <|> -4546.42
-67.6 <|> -6769.56
-10.4 <|> -1041.47
50.2 <|> 5027.1
40.7 <|> 4075.76
-6.6 <|> -660.933
-32 <|> -3204.53
-21.1 <|> -2112.98
9.4 <|> 941.329
18.6 <|> 1862.63
1.8 <|> 180.255
-2.4 <|> -240.339
1.6 <|> 160.226
-9.4 <|> -941.329
-14 <|> -1401.98
10.6 <|> 1061.5
29.8 <|> 2984.21
-1 <|> -100.141
-39.1 <|> -3915.53
-14.1 <|> -1411.99
28.9 <|> 2894.09
22.4 <|> 2243.17
-5.3 <|> -530.75
-17.4 <|> -1742.46
-10.4 <|> -1041.47
8.2 <|> 821.16
9.9 <|> 991.4
-5 <|> -500.707
-11.7 <|> -1171.65
1.2 <|> 120.17
22.3 <|> 2233.15
17.4 <|> 1742.46
-20 <|> -2002.83
-41.4 <|> -4145.85
-11 <|> -1101.56
41.1 <|> 4115.81
45.9 <|> 4596.49
-3.7 <|> -370.523
-47.6 <|> -4766.73
-40.5 <|> -4055.73
10.9 <|> 1091.54
49.9 <|> 4997.06
27 <|> 2703.82
-17.9 <|> -1792.53
-30.9 <|> -3094.37
-17.6 <|> -1762.49
2.3 <|> 230.325
17.7 <|> 1772.5
23.5 <|> 2353.32
13.8 <|> 1381.95
-15.6 <|> -1562.21
-37.7 <|> -3775.33
-20 <|> -2002.83
25.2 <|> 2523.56
46.8 <|> 4686.62
11.5 <|> 1151.63
-36.6 <|> -3665.18
-37.4 <|> -3745.29
-2.4 <|> -240.339
29.4 <|> 2944.16
30.4 <|> 3044.3
-1.5 <|> -150.212
-23 <|> -2303.25
-16.3 <|> -1632.31
-4 <|> -400.566
8.4 <|> 841.188
17.5 <|> 1752.47
10.9 <|> 1091.54
-7.4 <|> -741.047
-19.8 <|> -1982.8
-10 <|> -1001.41
11.2 <|> 1121.58
15.6 <|> 1562.21
3.7 <|> 370.523
-8.2 <|> -821.16
-11.4 <|> -1141.61
-2 <|> -200.283
6.9 <|> 690.976
4.7 <|> 470.665
3.7 <|> 370.523
3.5 <|> 350.495
-8.2 <|> -821.16
-17.1 <|> -1712.42
1 <|> 100.141
21.7 <|> 2173.07
11 <|> 1101.56
-8.8 <|> -881.245
-18.6 <|> -1862.63
-12.4 <|> -1241.75
14.2 <|> 1422.01
24.9 <|> 2493.52
0 <|> 0
-22 <|> -2203.11
-15.6 <|> -1562.21
8.5 <|> 851.202
22.4 <|> 2243.17
3.9 <|> 390.552
-16 <|> -1602.26
-6.6 <|> -660.933
7.1 <|> 711.004
2.3 <|> 230.325
-9.5 <|> -951.344
-5.7 <|> -570.806
14.2 <|> 1422.01
24.1 <|> 2413.41
-1.5 <|> -150.212
-40.7 <|> -4075.76
-30.2 <|> -3024.27
31.7 <|> 3174.48
52.3 <|> 5237.4
1.3 <|> 130.184
-44.7 <|> -4476.32
-28.4 <|> -2844.02
19.5 <|> 1952.76
28.6 <|> 2864.04
-2.9 <|> -290.41
-29.2 <|> -2924.13
-189.6 <|> -18986.8
-209.4 <|> -20969.6
288.5 <|> 28925
466.6 <|> 46781.2
-157.6 <|> -15800.9
-522.5 <|> -52385.7
-80.7 <|> -8090.97
326 <|> 32684.7
216.6 <|> 21716.3
-53.1 <|> -5323.8
-157.5 <|> -15790.9
-65.8 <|> -6597.1
21.1 <|> 2115.48
-21.7 <|> -2175.64
18.7 <|> 1874.86
156.2 <|> 15660.6
54.9 <|> 5504.26
-175.6 <|> -17605.6
-116.3 <|> -11660.2
98.6 <|> 9885.62
92.8 <|> 9304.11
-47.7 <|> -4782.39
-51.3 <|> -5143.33
56.9 <|> 5704.78
66.6 <|> 6677.3
-59 <|> -5915.33
-106.7 <|> -10697.7
14.8 <|> 1483.85
105.9 <|> 10617.5
31.8 <|> 3188.26
-71.1 <|> -7128.47
-48.4 <|> -4852.57
53.5 <|> 5363.9
57.8 <|> 5795.02
-56.5 <|> -5664.68
-81.9 <|> -8211.28
41.6 <|> 4170.81
103.8 <|> 10407
-1.9 <|> -190.494
-115.3 <|> -11560
-45 <|> -4511.69
131.1 <|> 13144.1
103.9 <|> 10417
-131.6 <|> -13194.2
-183.9 <|> -18437.8
57.8 <|> 5795.02
226.7 <|> 22728.9
84.5 <|> 8471.95
-157.5 <|> -15790.9
-181.4 <|> -18187.1
3.8 <|> 380.987
134.7 <|> 13505
101.8 <|> 10206.4
0.7 <|> 70.1819
-78.2 <|> -7840.32
-72.1 <|> -7228.73
-3 <|> -300.779
12.5 <|> 1253.25
6.1 <|> 611.585
86.2 <|> 8642.4
109.9 <|> 11018.6
-89.2 <|> -8943.17
-262.9 <|> -26358.3
-44.7 <|> -4481.61
342.8 <|> 34369.1
257.9 <|> 25857
-285.8 <|> -28654.3
-454.8 <|> -45598.2
83.2 <|> 8341.62
532.5 <|> 53388.3
193.9 <|> 19440.4
-415.2 <|> -41627.9
-387.5 <|> -38850.7
146.8 <|> 14718.1
355.3 <|> 35622.3
90.8 <|> 9103.59
-125.7 <|> -12602.7
-131.7 <|> -13204.2
-103.2 <|> -10346.8
-15.4 <|> -1544
152.8 <|> 15319.7
188.7 <|> 18919
-32.1 <|> -3218.34
-234.1 <|> -23470.8
-101.7 <|> -10196.4
121 <|> 12131.4
99.2 <|> 9945.77
44.5 <|> 4461.56
62.1 <|> 6226.13
-98.8 <|> -9905.67
-258.2 <|> -25887.1
-36.8 <|> -3689.56
309.2 <|> 31000.3
257.3 <|> 25796.8
-150.1 <|> -15049
-357.6 <|> -35852.9
-78.9 <|> -7910.5
251.2 <|> 25185.3
165.1 <|> 16552.9
-64.4 <|> -6456.73
-48.4 <|> -4852.57
-16 <|> -1604.16
-125.9 <|> -12622.7
-59.5 <|> -5965.46
180.1 <|> 18056.8
190.5 <|> 19099.5
-73.1 <|> -7328.99
-259.5 <|> -26017.4
-108.4 <|> -10868.2
225.6 <|> 22618.6
258.9 <|> 25957.3
-110.1 <|> -11038.6
-312.6 <|> -31341.2
-40.8 <|> -4090.6
248.8 <|> 24944.6
159.5 <|> 15991.4
-101 <|> -10126.2
-181.9 <|> -18237.3
-49.6 <|> -4972.89
97.3 <|> 9755.28
119.2 <|> 11951
31.9 <|> 3198.29
-77.7 <|> -7790.19
-113.2 <|> -11349.4
-43.2 <|> -4331.22
86.2 <|> 8642.4
170.1 <|> 17054.2
52.4 <|> 5253.61
-211.8 <|> -21235
-245.5 <|> -24613.8
99.4 <|> 9965.82
388.3 <|> 38930.9
159.1 <|> 15951.3
-362.7 <|> -36364.2
-449.3 <|> -45046.7
112.1 <|> 11239.1
576.2 <|> 57769.7
257.4 <|> 25806.9
-394.9 <|> -39592.6
-456.6 <|> -45778.6
10.4 <|> 1042.7
240.6 <|> 24122.5
198.8 <|> 19931.6
248.1 <|> 24874.5
47.8 <|> 4792.42
-514.2 <|> -51553.6
-523.2 <|> -52455.9
269.8 <|> 27050.1
690.5 <|> 69229.4
167.7 <|> 16813.6
-393.5 <|> -39452.2
-293.1 <|> -29386.1
46.9 <|> 4702.18
87.6 <|> 8782.76
-22.2 <|> -2225.77
54.4 <|> 5454.13
166.3 <|> 16673.2
27.8 <|> 2787.22
-162.8 <|> -16322.3
-102 <|> -10226.5
41.5 <|> 4160.78
14.6 <|> 1463.79
-14.5 <|> -1453.77
87.5 <|> 8772.73
68.3 <|> 6847.74
-97.9 <|> -9815.44
-68 <|> -6817.67
121.1 <|> 12141.5
73.3 <|> 7349.04
-186.4 <|> -18688.4
-215.8 <|> -21636.1
118 <|> 11830.7
375.5 <|> 37647.6
149 <|> 14938.7
-303.4 <|> -30418.8
-377.7 <|> -37868.1
2.7 <|> 270.701
318.4 <|> 31922.7
246.4 <|> 24704
-36.2 <|> -3629.41
-239.2 <|> -23982.1
-188.1 <|> -18858.9
50.2 <|> 5033.04
193.3 <|> 19380.2
115.2 <|> 11549.9
-51.7 <|> -5183.43
-141.5 <|> -14186.8
-79.2 <|> -7940.58
51.2 <|> 5133.3
104.2 <|> 10447.1
51.8 <|> 5193.46
-24.1 <|> -2416.26
-54.9 <|> -5504.26
-61.2 <|> -6135.9
-64.6 <|> -6476.78
6.1 <|> 611.585
161.6 <|> 16202
201.3 <|> 20182.3
-53.9 <|> -5404
-351.1 <|> -35201.2
-222.5 <|> -22307.8
241.4 <|> 24202.7
398.9 <|> 39993.6
32.1 <|> 3218.34
-306.8 <|> -30759.7
-187.2 <|> -18768.6
96.8 <|> 9705.15
121.5 <|> 12181.6
-14.9 <|> -1493.87
-7.6 <|> -761.975
82 <|> 8221.3
16.7 <|> 1674.34
-122.1 <|> -12241.7
-111.8 <|> -11209
31.2 <|> 3128.11
147 <|> 14738.2
111.1 <|> 11138.9
-66.7 <|> -6687.33
-174.9 <|> -17535.4
-54.1 <|> -5424.06
129.5 <|> 12983.6
111.1 <|> 11138.9
-51.8 <|> -5193.46
-74 <|> -7419.23
33.1 <|> 3318.6
1.7 <|> 170.442
-102 <|> -10226.5
7.4 <|> 741.923
198.4 <|> 19891.5
92.2 <|> 9243.95
-214 <|> -21455.6
-229.4 <|> -22999.6
97.8 <|> 9805.41
265.9 <|> 26659.1
74.4 <|> 7459.33
-146.3 <|> -14668
-166.7 <|> -16713.3
-44.5 <|> -4461.56
124.7 <|> 12502.4
173.6 <|> 17405.1
-14.8 <|> -1483.85
-193.3 <|> -19380.2
-74.4 <|> -7459.33
143.8 <|> 14417.4
121.6 <|> 12191.6
-69.3 <|> -6948
-148.6 <|> -14898.6
-29.5 <|> -2957.66
147.7 <|> 14808.4
147.2 <|> 14758.2
-82 <|> -8221.3
-224.4 <|> -22498.3
-45.3 <|> -4541.77
185.7 <|> 18618.2
152.5 <|> 15289.6
-39 <|> -3910.13
-143.8 <|> -14417.4
-105.1 <|> -10537.3
17.2 <|> 1724.47
127.2 <|> 12753
117.9 <|> 11820.6
-21.2 <|> -2125.51
-146.2 <|> -14658
-107.1 <|> -10737.8
57.6 <|> 5774.96
142.3 <|> 14267
57.4 <|> 5754.91
-66.2 <|> -6637.2
-101.8 <|> -10206.4
-42.4 <|> -4251.02
56.7 <|> 5684.73
87.4 <|> 8762.71
9.8 <|> 982.546
-46.8 <|> -4692.16
-16.3 <|> -1634.23
-15.7 <|> -1574.08
-48.6 <|> -4872.63
25.2 <|> 2526.55
115.1 <|> 11539.9
24.1 <|> 2416.26
-118.1 <|> -11840.7
-73.9 <|> -7409.2
61.1 <|> 6125.87
68.4 <|> 6857.77
3.7 <|> 370.961
-13.5 <|> -1353.51
-29.7 <|> -2977.72
-35.1 <|> -3519.12
12.1 <|> 1213.14
23.2 <|> 2326.03
-0.3 <|> -30.0779
35.2 <|> 3529.15
52.5 <|> 5263.64
-46.9 <|> -4702.18
-141.6 <|> -14196.8
-66.7 <|> -6687.33
139.5 <|> 13986.2
236.6 <|> 23721.5
27.3 <|> 2737.09
-289.4 <|> -29015.2
-235 <|> -23561.1
166.9 <|> 16733.4
287.9 <|> 28864.8
-16.8 <|> -1684.36
-175.8 <|> -17625.7
-9.4 <|> -942.442
75.8 <|> 7599.69
-41.1 <|> -4120.68
-87.8 <|> -8802.81
25.3 <|> 2536.57
107.8 <|> 10808
62.1 <|> 6226.13
-24.9 <|> -2496.47
-91.6 <|> -9183.8
-95.3 <|> -9554.76
2.6 <|> 260.675
110.6 <|> 11088.7
95.3 <|> 9554.76
-6.9 <|> -691.793
-72 <|> -7218.71
-82.7 <|> -8291.49
-57.2 <|> -5734.86
41.6 <|> 4170.81
146.7 <|> 14708.1
95.9 <|> 9614.92
-87.3 <|> -8752.68
-187.2 <|> -18768.6
-76.5 <|> -7669.88
128 <|> 12833.3
190.1 <|> 19059.4
32.4 <|> 3248.42
-150.6 <|> -15099.1
-144.6 <|> -14497.6
11.9 <|> 1193.09
116.3 <|> 11660.2
85 <|> 8522.08
-2.4 <|> -240.624
-71.8 <|> -7198.65
-77.1 <|> -7730.03
2.2 <|> 220.572
72.8 <|> 7298.91
42.3 <|> 4240.99
-31.5 <|> -3158.18
-40.7 <|> -4080.57
8.9 <|> 892.312
24.1 <|> 2416.26
-9.4 <|> -942.442
-19.8 <|> -1985.14
7.2 <|> 721.871
23.9 <|> 2396.21
7.5 <|> 751.949
-20.3 <|> -2035.27
-22.6 <|> -2265.87
2.5 <|> 250.65
22.2 <|> 2225.77
20.9 <|> 2095.43
-10.4 <|> -1042.7
-33.5 <|> -3358.7
5.1 <|> 511.325
33.5 <|> 3358.7
-17.8 <|> -1784.62
-36.7 <|> -3679.53
32.2 <|> 3228.37
45.9 <|> 4601.93
-26.9 <|> -2696.99
-35.1 <|> -3519.12
18.2 <|> 1824.73
-9.7 <|> -972.52
-49 <|> -4912.73
43.2 <|> 4331.22
120.4 <|> 12071.3
-1.3 <|> -130.338
-162.4 <|> -16282.2
-105.6 <|> -10587.4
109.2 <|> 10948.4
185.2 <|> 18568.1
9.8 <|> 982.546
-165.6 <|> -16603
-97 <|> -9725.2
72.7 <|> 7288.89
95.8 <|> 9604.89
11.9 <|> 1193.09
-41.5 <|> -4160.78
-40.5 <|> -4060.52
-4.2 <|> -421.091
23.8 <|> 2386.18
18.1 <|> 1814.7
7 <|> 701.819
-16.4 <|> -1644.26
-35 <|> -3509.09
12.2 <|> 1223.17
57.7 <|> 5784.99
-0.1 <|> -10.026
-73.9 <|> -7409.2
-32.8 <|> -3288.52
69.6 <|> 6978.08
80.5 <|> 8070.91
-23.9 <|> -2396.21
-107.1 <|> -10737.8
-55.3 <|> -5544.37
66.8 <|> 6697.36
109.6 <|> 10988.5
30.9 <|> 3098.03
-80.4 <|> -8060.89
-105.5 <|> -10577.4
-11.1 <|> -1112.88
90.5 <|> 9073.51
71.2 <|> 7138.5
-21.9 <|> -2195.69
-51.8 <|> -5193.46
-11.6 <|> -1163.01
1.4 <|> 140.364
-16.1 <|> -1614.18
14 <|> 1403.64
60.1 <|> 6025.61
14 <|> 1403.64
-88.3 <|> -8852.94
-70.1 <|> -7028.21
86.4 <|> 8662.45
138.7 <|> 13906
-25 <|> -2506.5
-159.2 <|> -15961.4
-80.9 <|> -8111.02
66.6 <|> 6677.3
116.9 <|> 11720.4
70.2 <|> 7038.24
-10.9 <|> -1092.83
-83.5 <|> -8371.69
-114.3 <|> -11459.7
-53 <|> -5313.77
77.9 <|> 7810.24
150.2 <|> 15059
87.7 <|> 8792.79
-58.4 <|> -5855.17
-162.9 <|> -16332.3
-116.8 <|> -11710.3
46.5 <|> 4662.08
157.9 <|> 15831
109.6 <|> 10988.5
-30.1 <|> -3017.82
-119.3 <|> -11961
-93.2 <|> -9344.21
-4.6 <|> -461.195
67.9 <|> 6807.64
96 <|> 9624.94
50.8 <|> 5093.2
-56.2 <|> -5634.6
-112 <|> -11229.1
-52.1 <|> -5223.54
53.9 <|> 5404
104.6 <|> 10487.2
55.2 <|> 5534.34
-53.7 <|> -5383.95
-108.5 <|> -10878.2
-42.2 <|> -4230.96
63.1 <|> 6326.39
93 <|> 9324.16
26.3 <|> 2636.83
-61.3 <|> -6145.93
-71.7 <|> -7188.63
-7.4 <|> -741.923
40.8 <|> 4090.6
39.8 <|> 3990.34
12.6 <|> 1263.27
-10 <|> -1002.6
-19.9 <|> -1995.17
-40.1 <|> -4020.42
-27.4 <|> -2747.12
52.6 <|> 5273.67
82.3 <|> 8251.38
-12.7 <|> -1273.3
-101.2 <|> -10146.3
-50.3 <|> -5043.07
71.3 <|> 7148.52
92.3 <|> 9253.98
-7.3 <|> -731.897
-82.9 <|> -8311.54
-54 <|> -5414.03
22.8 <|> 2285.92
64.3 <|> 6446.71
46.3 <|> 4642.03
-9.8 <|> -982.546
-75.1 <|> -7529.51
-63 <|> -6316.37
51.4 <|> 5153.35
96.6 <|> 9685.1
-14.6 <|> -1463.79
-89.6 <|> -8983.28
-1.3 <|> -130.338
78.4 <|> 7860.37
4.4 <|> 441.143
-78.8 <|> -7900.47
-20.1 <|> -2015.22
68.9 <|> 6907.9
40.5 <|> 4060.52
-43.5 <|> -4361.3
-43.1 <|> -4321.2
23.8 <|> 2386.18
34.4 <|> 3448.94
-19.5 <|> -1955.07
-42.2 <|> -4230.96
6.1 <|> 611.585
56.7 <|> 5684.73
27.9 <|> 2797.25
-43.4 <|> -4351.28
-49.1 <|> -4922.76
13.8 <|> 1383.59
43.8 <|> 4391.38
-17.8 <|> -1784.62
-68.2 <|> -6837.72
27.2 <|> 2727.07
155.3 <|> 15570.3
54.6 <|> 5474.19
-204.3 <|> -20483.1
-224.8 <|> -22538.4
86.5 <|> 8672.47
307.6 <|> 30839.9
131.7 <|> 13204.2
-175.5 <|> -17595.6
-225.3 <|> -22588.5
-50.2 <|> -5033.04
103.4 <|> 10366.9
129.1 <|> 12943.5
63.6 <|> 6376.52
-11.2 <|> -1122.91
-72.2 <|> -7238.76
-117 <|> -11730.4
-66.9 <|> -6707.38
85.1 <|> 8532.11
170 <|> 17044.2
64.4 <|> 6456.73
-115.4 <|> -11570
-162.3 <|> -16272.2
-38.8 <|> -3890.08
114.2 <|> 11449.7
140.9 <|> 14126.6
19.7 <|> 1975.12
-110.2 <|> -11048.6
