,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,municipio,codigo
3031,0.76,0.705,0.742,0.84,Sete Lagoas,316720
3032,0.652,0.511,0.645,0.841,Silveirânia,316730
3033,0.699,0.559,0.706,0.865,Silvianópolis,316740
3034,0.638,0.478,0.645,0.843,Simão Pereira,316750
3035,0.632,0.493,0.622,0.823,Simonésia,316760
3036,0.631,0.51,0.611,0.805,Sobrália,316770
3037,0.697,0.606,0.673,0.831,Soledade De Minas,316780
3038,0.681,0.578,0.666,0.821,Tabuleiro,316790
3039,0.67,0.578,0.639,0.815,Taiobeiras,316800
3040,0.645,0.557,0.604,0.799,Taparuba,316805
3041,0.712,0.561,0.759,0.847,Tapira,316810
3042,0.667,0.522,0.67,0.847,Tapiraí,316820
3043,0.651,0.525,0.643,0.818,Taquaraçu De Minas,316830
3044,0.633,0.499,0.614,0.829,Tarumirim,316840
3045,0.675,0.558,0.685,0.804,Teixeiras,316850
3046,0.701,0.598,0.698,0.824,Teófilo Otoni,316860
3047,0.77,0.742,0.737,0.836,Timóteo,316870
3048,0.74,0.619,0.741,0.885,Tiradentes,316880
3049,0.683,0.532,0.703,0.852,Tiros,316890
3050,0.688,0.597,0.682,0.8,Tocantins,316900
3051,0.696,0.631,0.661,0.808,Tocos Do Moji,316905
3052,0.661,0.546,0.66,0.802,Toledo,316910
3053,0.718,0.607,0.699,0.871,Tombos,316920
3054,0.744,0.66,0.73,0.855,Três Corações,316930
3055,0.752,0.695,0.706,0.866,Três Marias,316935
3056,0.731,0.643,0.714,0.85,Três Pontas,316940
3057,0.626,0.482,0.615,0.827,Tumiritinga,316950
3058,0.719,0.605,0.711,0.863,Tupaciguara,316960
3059,0.682,0.602,0.646,0.816,Turmalina,316970
3060,0.696,0.576,0.707,0.829,Turvolândia,316980
3061,0.724,0.62,0.727,0.841,Ubá,316990
3062,0.609,0.519,0.552,0.787,Ubaí,317000
3063,0.614,0.475,0.604,0.805,Ubaporanga,317005
3064,0.772,0.705,0.772,0.845,Uberaba,317010
3065,0.789,0.716,0.776,0.885,Uberlândia,317020
3066,0.638,0.531,0.599,0.815,Umburatiba,317030
3067,0.736,0.651,0.723,0.847,Unaí,317040
3068,0.672,0.534,0.684,0.829,União De Minas,317043
3069,0.664,0.602,0.612,0.793,Uruana De Minas,317047
3070,0.633,0.498,0.628,0.811,Urucânia,317050
3071,0.619,0.543,0.559,0.781,Urucuia,317052
3072,0.631,0.486,0.631,0.819,Vargem Alegre,317057
3073,0.696,0.597,0.667,0.847,Vargem Bonita,317060
3074,0.634,0.559,0.563,0.811,Vargem Grande Do Rio Pardo,317065
3075,0.778,0.707,0.76,0.875,Varginha,317070
3076,0.711,0.631,0.673,0.847,Varjão De Minas,317075
3077,0.666,0.573,0.634,0.814,Várzea Da Palma,317080
3078,0.594,0.477,0.546,0.806,Varzelândia,317090
3079,0.742,0.666,0.707,0.866,Vazante,317100
3080,0.584,0.462,0.542,0.797,Verdelândia,317103
3081,0.632,0.555,0.579,0.785,Veredinha,317107
3082,0.667,0.501,0.683,0.869,Veríssimo,317110
3083,0.612,0.475,0.61,0.79,Vermelho Novo,317115
3084,0.688,0.592,0.677,0.811,Vespasiano,317120
3085,0.775,0.696,0.758,0.883,Viçosa,317130
3086,0.668,0.592,0.623,0.808,Vieiras,317140
3087,0.612,0.483,0.596,0.795,Mathias Lobato,317150
3088,0.61,0.488,0.585,0.797,Virgem Da Lapa,317160
3089,0.651,0.523,0.635,0.829,Virgínia,317170
3090,0.675,0.58,0.638,0.831,Virginópolis,317180
3091,0.62,0.497,0.602,0.795,Virgolândia,317190
3092,0.709,0.591,0.709,0.85,Visconde Do Rio Branco,317200
3093,0.669,0.531,0.669,0.841,Volta Grande,317210
3094,0.678,0.576,0.644,0.842,Wenceslau Braz,317220
3095,0.667,0.544,0.661,0.825,Afonso Cláudio,320010
3096,0.678,0.595,0.66,0.792,Águia Branca,320013
3097,0.652,0.546,0.619,0.819,Água Doce Do Norte,320016
3098,0.721,0.63,0.708,0.839,Alegre,320020
3099,0.71,0.611,0.703,0.832,Alfredo Chaves,320030
3100,0.664,0.567,0.634,0.815,Alto Rio Novo,320035
3101,0.73,0.654,0.696,0.856,Anchieta,320040
3102,0.673,0.549,0.659,0.841,Apiacá,320050
3103,0.752,0.707,0.717,0.838,Aracruz,320060
3104,0.708,0.637,0.663,0.841,Atilio Vivacqua,320070
3105,0.702,0.637,0.67,0.811,Baixo Guandu,320080
3106,0.683,0.58,0.673,0.815,Barra De São Francisco,320090
3107,0.679,0.59,0.651,0.816,Boa Esperança,320100
3108,0.734,0.673,0.689,0.854,Bom Jesus Do Norte,320110
3109,0.656,0.54,0.63,0.828,Brejetuba,320115
3110,0.746,0.677,0.733,0.837,Cachoeiro De Itapemirim,320120
3111,0.718,0.628,0.699,0.844,Cariacica,320130
3112,0.726,0.639,0.703,0.852,Castelo,320140
3113,0.746,0.668,0.738,0.841,Colatina,320150
3114,0.681,0.603,0.648,0.81,Conceição Da Barra,320160
3115,0.67,0.541,0.685,0.81,Conceição Do Castelo,320170
3116,0.632,0.496,0.622,0.819,Divino De São Lourenço,320180
3117,0.669,0.528,0.68,0.833,Domingos Martins,320190
3118,0.654,0.542,0.635,0.813,Dores Do Rio Preto,320200
3119,0.662,0.562,0.631,0.819,Ecoporanga,320210
3120,0.718,0.623,0.708,0.839,Fundão,320220
3121,0.694,0.608,0.669,0.823,Governador Lindenberg,320225
3122,0.703,0.595,0.691,0.846,Guaçuí,320230
3123,0.731,0.626,0.746,0.837,Guarapari,320240
3124,0.647,0.501,0.651,0.83,Ibatiba,320245
3125,0.726,0.625,0.733,0.835,Ibiraçu,320250
3126,0.622,0.481,0.609,0.821,Ibitirama,320255
3127,0.729,0.658,0.709,0.83,Iconha,320260
3128,0.637,0.493,0.658,0.798,Irupi,320265
3129,0.702,0.641,0.672,0.802,Itaguaçu,320270
3130,0.654,0.54,0.64,0.808,Itapemirim,320280
3131,0.684,0.568,0.696,0.809,Itarana,320290
3132,0.666,0.537,0.665,0.829,Iúna,320300
3133,0.678,0.568,0.678,0.81,Jaguaré,320305
3134,0.698,0.589,0.685,0.844,Jerônimo Monteiro,320310
3135,0.753,0.663,0.751,0.857,João Neiva,320313
3136,0.656,0.55,0.633,0.81,Laranja Da Terra,320316
3137,0.724,0.63,0.721,0.834,Linhares,320320
3138,0.657,0.551,0.636,0.81,Mantenópolis,320330
3139,0.696,0.588,0.676,0.847,Marataízes,320332
3140,0.71,0.589,0.715,0.849,Marechal Floriano,320334
3141,0.696,0.612,0.668,0.823,Marilândia,320335
3142,0.67,0.541,0.672,0.827,Mimoso Do Sul,320340
3143,0.667,0.535,0.679,0.816,Montanha,320350
3144,0.666,0.577,0.617,0.828,Mucurici,320360
3145,0.645,0.512,0.637,0.821,Muniz Freire,320370
3146,0.694,0.619,0.673,0.802,Muqui,320380
3147,0.712,0.621,0.692,0.841,Nova Venécia,320390
3148,0.667,0.562,0.648,0.815,Pancas,320400
3149,0.654,0.536,0.643,0.812,Pedro Canário,320405
3150,0.673,0.558,0.668,0.816,Pinheiros,320410
3151,0.727,0.643,0.702,0.852,Piúma,320420
3152,0.669,0.605,0.631,0.783,Ponto Belo,320425
3153,0.657,0.553,0.636,0.808,Presidente Kennedy,320430
3154,0.681,0.579,0.68,0.802,Rio Bananal,320435
3155,0.711,0.62,0.692,0.837,Rio Novo Do Sul,320440
3156,0.626,0.477,0.646,0.797,Santa Leopoldina,320450
3157,0.671,0.521,0.695,0.834,Santa Maria De Jetibá,320455
3158,0.714,0.604,0.722,0.834,Santa Teresa,320460
3159,0.682,0.575,0.679,0.811,São Domingos Do Norte,320465
3160,0.709,0.578,0.739,0.835,São Gabriel Da Palha,320470
3161,0.688,0.599,0.669,0.814,São José Do Calçado,320480
3162,0.735,0.655,0.719,0.843,São Mateus,320490
3163,0.7,0.623,0.686,0.803,São Roque Do Canaã,320495
3164,0.739,0.664,0.72,0.844,Serra,320500
3165,0.662,0.556,0.65,0.802,Sooretama,320501
3166,0.663,0.544,0.658,0.814,Vargem Alta,320503
3167,0.728,0.624,0.731,0.845,Venda Nova Do Imigrante,320506
3168,0.686,0.589,0.672,0.816,Viana,320510
3169,0.681,0.588,0.647,0.83,Vila Pavão,320515
3170,0.675,0.549,0.686,0.816,Vila Valério,320517
3171,0.8,0.734,0.807,0.864,Vila Velha,320520
3172,0.845,0.805,0.876,0.855,Vitória,320530
3173,0.724,0.605,0.74,0.846,Angra Dos Reis,330010
3174,0.692,0.631,0.67,0.785,Aperibé,330015
3175,0.718,0.617,0.714,0.839,Araruama,330020
3176,0.684,0.566,0.686,0.823,Areal,330022
3177,0.728,0.624,0.75,0.824,Armação Dos Búzios,330023
3178,0.733,0.677,0.722,0.805,Arraial Do Cabo,330025
3179,0.733,0.665,0.723,0.819,Barra Do Piraí,330030
3180,0.729,0.657,0.72,0.819,Barra Mansa,330040
3181,0.684,0.598,0.662,0.808,Belford Roxo,330045
3182,0.66,0.503,0.707,0.809,Bom Jardim,330050
3183,0.732,0.662,0.723,0.819,Bom Jesus Do Itabapoana,330060
3184,0.735,0.64,0.743,0.836,Cabo Frio,330070
3185,0.7,0.603,0.695,0.817,Cachoeiras De Macacu,330080
3186,0.691,0.608,0.672,0.809,Cambuci,330090
3187,0.713,0.644,0.699,0.805,Carapebus,330093
3188,0.685,0.605,0.676,0.785,Comendador Levy Gasparian,330095
3189,0.716,0.619,0.715,0.83,Campos Dos Goytacazes,330100
3190,0.709,0.614,0.705,0.822,Cantagalo,330110
3191,0.648,0.534,0.653,0.782,Cardoso Moreira,330115
3192,0.696,0.608,0.683,0.813,Carmo,330120
3193,0.726,0.642,0.734,0.811,Casimiro De Abreu,330130
3194,0.712,0.642,0.698,0.806,Conceição De Macabu,330140
3195,0.729,0.649,0.724,0.826,Cordeiro,330150
3196,0.659,0.534,0.677,0.79,Duas Barras,330160
3197,0.711,0.624,0.692,0.833,Duque De Caxias,330170
3198,0.722,0.694,0.674,0.805,Engenheiro Paulo De Frontin,330180
3199,0.698,0.604,0.692,0.812,Guapimirim,330185
3200,0.761,0.704,0.744,0.841,Iguaba Grande,330187
3201,0.693,0.593,0.69,0.813,Itaboraí,330190
3202,0.715,0.638,0.703,0.814,Itaguaí,330200
3203,0.688,0.595,0.692,0.792,Italva,330205
3204,0.713,0.635,0.696,0.82,Itaocara,330210
3205,0.73,0.649,0.716,0.837,Itaperuna,330220
3206,0.737,0.652,0.735,0.836,Itatiaia,330225
3207,0.659,0.555,0.637,0.809,Japeri,330227
3208,0.668,0.575,0.649,0.8,Laje Do Muriaé,330230
3209,0.764,0.681,0.792,0.828,Macaé,330240
3210,0.703,0.631,0.687,0.801,Macuco,330245
3211,0.709,0.626,0.685,0.832,Magé,330250
3212,0.753,0.676,0.746,0.845,Mangaratiba,330260
3213,0.765,0.692,0.761,0.85,Maricá,330270
3214,0.736,0.7,0.707,0.806,Mendes,330280
3215,0.737,0.678,0.704,0.839,Mesquita,330285
3216,0.745,0.675,0.74,0.828,Miguel Pereira,330290
3217,0.713,0.646,0.696,0.805,Miracema,330300
3218,0.73,0.683,0.707,0.806,Natividade,330310
3219,0.753,0.716,0.731,0.817,Nilópolis,330320
3220,0.837,0.773,0.887,0.854,Niterói,330330
3221,0.745,0.645,0.758,0.846,Nova Friburgo,330340
3222,0.713,0.641,0.691,0.818,Nova Iguaçu,330350
3223,0.72,0.666,0.689,0.812,Paracambi,330360
3224,0.702,0.61,0.697,0.812,Paraíba Do Sul,330370
3225,0.693,0.544,0.726,0.842,Paraty,330380
3226,0.671,0.549,0.683,0.806,Paty Do Alferes,330385
3227,0.745,0.639,0.763,0.847,Petrópolis,330390
3228,0.715,0.643,0.709,0.801,Pinheiral,330395
3229,0.708,0.62,0.714,0.803,Piraí,330400
3230,0.697,0.606,0.698,0.802,Porciúncula,330410
3231,0.713,0.645,0.688,0.817,Porto Real,330411
3232,0.69,0.603,0.676,0.806,Quatis,330412
3233,0.68,0.589,0.659,0.81,Queimados,330414
3234,0.704,0.61,0.698,0.821,Quissamã,330415
3235,0.768,0.709,0.762,0.839,Resende,330420
3236,0.71,0.62,0.705,0.819,Rio Bonito,330430
3237,0.683,0.567,0.7,0.801,Rio Claro,330440
3238,0.68,0.575,0.664,0.822,Rio Das Flores,330450
3239,0.773,0.689,0.784,0.854,Rio Das Ostras,330452
3240,0.799,0.719,0.84,0.845,Rio De Janeiro,330455
3241,0.668,0.556,0.672,0.797,Santa Maria Madalena,330460
3242,0.718,0.648,0.709,0.806,Santo Antônio De Pádua,330470
3243,0.639,0.533,0.618,0.791,São Francisco De Itabapoana,330475
3244,0.691,0.611,0.685,0.787,São Fidélis,330480
3245,0.739,0.681,0.711,0.833,São Gonçalo,330490
3246,0.671,0.551,0.686,0.8,São João Da Barra,330500
3247,0.719,0.646,0.693,0.831,São João De Meriti,330510
3248,0.652,0.548,0.633,0.798,São José De Ubá,330513
3249,0.66,0.533,0.67,0.806,São José Do Vale Do Rio Preto,330515
3250,0.712,0.626,0.721,0.801,São Pedro Da Aldeia,330520
3251,0.646,0.536,0.638,0.789,São Sebastião Do Alto,330530
3252,0.675,0.561,0.682,0.804,Sapucaia,330540
3253,0.709,0.621,0.714,0.804,Saquarema,330550
3254,0.713,0.648,0.695,0.805,Seropédica,330555
3255,0.654,0.536,0.657,0.793,Silva Jardim,330560
3256,0.611,0.436,0.658,0.796,Sumidouro,330570
3257,0.654,0.548,0.644,0.793,Tanguá,330575
3258,0.73,0.605,0.752,0.855,Teresópolis,330580
3259,0.667,0.547,0.668,0.813,Trajano De Moraes,330590
3260,0.725,0.656,0.725,0.801,Três Rios,330600
3261,0.738,0.666,0.713,0.848,Valença,330610
3262,0.659,0.555,0.636,0.81,Varre-Sai,330615
3263,0.714,0.624,0.719,0.813,Vassouras,330620
3264,0.771,0.72,0.763,0.833,Volta Redonda,330630
3265,0.79,0.75,0.772,0.852,Adamantina,350010
3266,0.73,0.648,0.71,0.844,Adolfo,350020
3267,0.715,0.606,0.703,0.858,Aguaí,350030
3268,0.781,0.716,0.75,0.886,Águas Da Prata,350040
3269,0.745,0.675,0.725,0.846,Águas De Lindóia,350050
3270,0.757,0.695,0.744,0.84,Águas De Santa Bárbara,350055
3271,0.854,0.825,0.849,0.89,Águas De São Pedro,350060
3272,0.745,0.694,0.705,0.845,Agudos,350070
3273,0.712,0.658,0.682,0.805,Alambari,350075
3274,0.741,0.71,0.682,0.84,Alfredo Marcondes,350080
3275,0.687,0.581,0.698,0.8,Altair,350090
3276,0.73,0.635,0.726,0.843,Altinópolis,350100
3277,0.7,0.616,0.683,0.817,Alto Alegre,350110
3278,0.766,0.732,0.729,0.841,Alumínio,350115
3279,0.728,0.683,0.701,0.806,Álvares Florence,350120
3280,0.758,0.732,0.712,0.834,Álvares Machado,350130
3281,0.688,0.605,0.669,0.805,Álvaro De Carvalho,350140
3282,0.722,0.659,0.721,0.791,Alvinlândia,350150
3283,0.811,0.76,0.8,0.876,Americana,350160
3284,0.751,0.701,0.709,0.852,Américo Brasiliense,350170
3285,0.745,0.708,0.715,0.817,Américo De Campos,350180
3286,0.785,0.711,0.78,0.871,Amparo,350190
3287,0.754,0.668,0.745,0.861,Analândia,350200
3288,0.779,0.702,0.762,0.885,Andradina,350210
3289,0.719,0.648,0.693,0.827,Angatuba,350220
3290,0.721,0.637,0.681,0.863,Anhembi,350230
3291,0.741,0.706,0.683,0.845,Anhumas,350240
3292,0.755,0.706,0.735,0.828,Aparecida,350250
3293,0.721,0.67,0.697,0.804,Aparecida D'Oeste,350260
3294,0.71,0.647,0.662,0.835,Apiaí,350270
3295,0.704,0.597,0.717,0.814,Araçariguama,350275
3296,0.788,0.744,0.782,0.841,Araçatuba,350280
3297,0.776,0.723,0.751,0.86,Araçoiaba Da Serra,350290
3298,0.74,0.656,0.723,0.856,Aramina,350300
3299,0.685,0.592,0.675,0.806,Arandu,350310
3300,0.68,0.612,0.634,0.812,Arapeí,350315
3301,0.815,0.782,0.788,0.877,Araraquara,350320
3302,0.781,0.728,0.763,0.859,Araras,350330
3303,0.722,0.694,0.671,0.809,Arco-Íris,350335
3304,0.744,0.683,0.718,0.84,Arealva,350340
3305,0.697,0.672,0.627,0.803,Areias,350350
3306,0.695,0.594,0.686,0.823,Areiópolis,350360
3307,0.733,0.663,0.73,0.813,Ariranha,350370
3308,0.749,0.681,0.745,0.827,Artur Nogueira,350380
3309,0.784,0.73,0.761,0.866,Arujá,350390
3310,0.735,0.657,0.699,0.864,Aspásia,350395
3311,0.805,0.781,0.771,0.865,Assis,350400
3312,0.765,0.67,0.786,0.851,Atibaia,350410
3313,0.773,0.738,0.746,0.84,Auriflama,350420
3314,0.714,0.65,0.674,0.83,Avaí,350430
3315,0.705,0.623,0.688,0.817,Avanhandava,350440
3316,0.767,0.695,0.751,0.866,Avaré,350450
3317,0.746,0.701,0.737,0.805,Bady Bassitt,350460
3318,0.669,0.537,0.69,0.809,Balbinos,350470
3319,0.756,0.695,0.746,0.835,Bálsamo,350480
3320,0.733,0.653,0.693,0.872,Bananal,350490
3321,0.711,0.649,0.676,0.82,Barão De Antonina,350500
3322,0.699,0.599,0.676,0.843,Barbosa,350510
3323,0.75,0.662,0.736,0.867,Bariri,350520
3324,0.788,0.739,0.762,0.869,Barra Bonita,350530
3325,0.66,0.599,0.617,0.779,Barra Do Chapéu,350535
3326,0.641,0.532,0.625,0.792,Barra Do Turvo,350540
3327,0.789,0.738,0.762,0.875,Barretos,350550
3328,0.725,0.646,0.711,0.829,Barrinha,350560
3329,0.786,0.708,0.791,0.866,Barueri,350570
3330,0.751,0.718,0.696,0.848,Bastos,350580
3331,0.761,0.685,0.766,0.84,Batatais,350590
3332,0.801,0.752,0.8,0.854,Bauru,350600
3333,0.78,0.735,0.756,0.853,Bebedouro,350610
3334,0.744,0.712,0.706,0.82,Bento De Abreu,350620
3335,0.734,0.662,0.713,0.838,Bernardino De Campos,350630
3336,0.73,0.654,0.727,0.817,Bertioga,350635
3337,0.768,0.722,0.743,0.845,Bilac,350640
3338,0.78,0.734,0.743,0.869,Birigui,350650
3339,0.712,0.64,0.71,0.795,Biritiba-Mirim,350660
3340,0.681,0.562,0.692,0.811,Boa Esperança Do Sul,350670
3341,0.742,0.656,0.741,0.84,Bocaina,350680
3342,0.705,0.609,0.7,0.821,Bofete,350690
3343,0.78,0.728,0.757,0.861,Boituva,350700
3344,0.713,0.631,0.716,0.802,Bom Jesus Dos Perdões,350710
3345,0.66,0.613,0.605,0.775,Bom Sucesso De Itararé,350715
3346,0.746,0.675,0.712,0.863,Borá,350720
3347,0.754,0.685,0.723,0.866,Boracéia,350730
3348,0.73,0.658,0.71,0.831,Borborema,350740
3349,0.705,0.615,0.674,0.846,Borebi,350745
3350,0.8,0.746,0.79,0.869,Botucatu,350750
3351,0.776,0.704,0.772,0.861,Bragança Paulista,350760
3352,0.737,0.664,0.725,0.83,Braúna,350770
3353,0.71,0.618,0.702,0.826,Brejo Alegre,350775
3354,0.755,0.675,0.738,0.864,Brodowski,350780
3355,0.74,0.688,0.724,0.815,Brotas,350790
3356,0.667,0.578,0.642,0.799,Buri,350800
3357,0.763,0.72,0.736,0.839,Buritama,350810
3358,0.735,0.643,0.743,0.83,Buritizal,350820
3359,0.694,0.619,0.667,0.811,Cabrália Paulista,350830
3360,0.738,0.678,0.717,0.828,Cabreúva,350840
3361,0.788,0.755,0.754,0.858,Caçapava,350850
3362,0.764,0.728,0.733,0.837,Cachoeira Paulista,350860
3363,0.72,0.62,0.701,0.858,Caconde,350870
3364,0.742,0.661,0.714,0.867,Cafelândia,350880
3365,0.729,0.691,0.682,0.823,Caiabu,350890
3366,0.781,0.749,0.74,0.861,Caieiras,350900
3367,0.697,0.635,0.665,0.802,Caiuá,350910
3368,0.728,0.668,0.713,0.81,Cajamar,350920
3369,0.694,0.611,0.658,0.832,Cajati,350925
3370,0.734,0.674,0.714,0.822,Cajobi,350930
3371,0.713,0.633,0.693,0.825,Cajuru,350940
3372,0.717,0.634,0.687,0.846,Campina Do Monte Alegre,350945
3373,0.805,0.731,0.829,0.86,Campinas,350950
3374,0.769,0.739,0.733,0.84,Campo Limpo Paulista,350960
3375,0.749,0.648,0.761,0.852,Campos Do Jordão,350970
3376,0.706,0.638,0.67,0.824,Campos Novos Paulista,350980
3377,0.72,0.649,0.677,0.851,Cananéia,350990
3378,0.704,0.677,0.646,0.797,Canas,350995
3379,0.747,0.704,0.701,0.845,Cândido Mota,351000
3380,0.789,0.762,0.747,0.863,Cândido Rodrigues,351010
3381,0.68,0.605,0.658,0.791,Canitar,351015
3382,0.721,0.671,0.675,0.826,Capão Bonito,351020
3383,0.699,0.617,0.673,0.823,Capela Do Alto,351030
3384,0.75,0.669,0.744,0.848,Capivari,351040
3385,0.759,0.705,0.735,0.845,Caraguatatuba,351050
3386,0.749,0.693,0.721,0.842,Carapicuíba,351060
3387,0.722,0.636,0.695,0.853,Cardoso,351070
3388,0.73,0.64,0.727,0.835,Casa Branca,351080
3389,0.734,0.673,0.68,0.864,Cássia Dos Coqueiros,351090
3390,0.731,0.686,0.688,0.827,Castilho,351100
3391,0.785,0.74,0.767,0.853,Catanduva,351110
3392,0.751,0.676,0.734,0.852,Catiguá,351120
3393,0.766,0.689,0.749,0.872,Cedral,351130
3394,0.729,0.666,0.71,0.821,Cerqueira César,351140
3395,0.782,0.739,0.758,0.854,Cerquilho,351150
3396,0.706,0.611,0.715,0.804,Cesário Lange,351160
3397,0.736,0.675,0.72,0.82,Charqueada,351170
3398,0.725,0.66,0.704,0.821,Clementina,351190
3399,0.757,0.712,0.72,0.845,Colina,351200
3400,0.71,0.647,0.689,0.802,Colômbia,351210
3401,0.708,0.614,0.699,0.827,Conchal,351220
3402,0.736,0.658,0.725,0.837,Conchas,351230
3403,0.758,0.674,0.754,0.858,Cordeirópolis,351240
3404,0.719,0.648,0.704,0.816,Coroados,351250
3405,0.69,0.619,0.653,0.811,Coronel Macedo,351260
3406,0.754,0.7,0.728,0.841,Corumbataí,351270
3407,0.769,0.697,0.746,0.876,Cosmópolis,351280
3408,0.722,0.63,0.705,0.849,Cosmorama,351290
3409,0.78,0.707,0.789,0.851,Cotia,351300
3410,0.756,0.683,0.737,0.857,Cravinhos,351310
3411,0.734,0.682,0.723,0.802,Cristais Paulista,351320
3412,0.774,0.778,0.698,0.853,Cruzália,351330
3413,0.788,0.758,0.742,0.871,Cruzeiro,351340
3414,0.737,0.681,0.716,0.821,Cubatão,351350
3415,0.684,0.576,0.672,0.826,Cunha,351360
3416,0.76,0.687,0.74,0.865,Descalvado,351370
3417,0.757,0.716,0.717,0.844,Diadema,351380
3418,0.741,0.704,0.686,0.842,Dirce Reis,351385
3419,0.734,0.645,0.72,0.85,Divinolândia,351390
3420,0.718,0.655,0.691,0.818,Dobrada,351400
3421,0.725,0.616,0.725,0.853,Dois Córregos,351410
3422,0.742,0.709,0.699,0.825,Dolcinópolis,351420
3423,0.738,0.689,0.718,0.811,Dourado,351430
3424,0.776,0.737,0.752,0.842,Dracena,351440
3425,0.748,0.698,0.716,0.837,Duartina,351450
3426,0.744,0.674,0.72,0.849,Dumont,351460
3427,0.745,0.69,0.719,0.834,Echaporã,351470
3428,0.691,0.615,0.633,0.847,Eldorado,351480
3429,0.695,0.583,0.701,0.822,Elias Fausto,351490
3430,0.747,0.712,0.711,0.825,Elisiário,351492
3431,0.73,0.641,0.723,0.84,Embaúba,351495
3432,0.735,0.676,0.7,0.839,Embu,351500
3433,0.749,0.708,0.713,0.834,Embu-Guaçu,351510
3434,0.727,0.691,0.69,0.805,Emilianópolis,351512
3435,0.732,0.668,0.72,0.815,Engenheiro Coelho,351515
3436,0.787,0.712,0.784,0.872,Espírito Santo Do Pinhal,351518
3437,0.696,0.609,0.675,0.819,Espírito Santo Do Turvo,351519
3438,0.76,0.705,0.712,0.873,Estrela D'Oeste,351520
3439,0.74,0.714,0.693,0.818,Estrela Do Norte,351530
3440,0.704,0.655,0.663,0.802,Euclides Da Cunha Paulista,351535
3441,0.732,0.648,0.699,0.867,Fartura,351540
3442,0.797,0.758,0.767,0.872,Fernandópolis,351550
3443,0.758,0.68,0.746,0.859,Fernando Prestes,351560
3444,0.703,0.617,0.668,0.843,Fernão,351565
3445,0.738,0.703,0.691,0.828,Ferraz De Vasconcelos,351570
3446,0.727,0.723,0.668,0.796,Flora Rica,351580
3447,0.747,0.726,0.71,0.808,Floreal,351590
3448,0.715,0.646,0.702,0.807,Flórida Paulista,351600
3449,0.713,0.652,0.678,0.82,Florínia,351610
3450,0.78,0.753,0.749,0.842,Franca,351620
3451,0.703,0.647,0.659,0.815,Francisco Morato,351630
3452,0.731,0.654,0.702,0.852,Franco Da Rocha,351640
3453,0.763,0.762,0.721,0.809,Gabriel Monteiro,351650
3454,0.709,0.634,0.684,0.823,Gália,351660
3455,0.769,0.728,0.737,0.849,Garça,351670
3456,0.723,0.635,0.727,0.817,Gastão Vidigal,351680
3457,0.719,0.676,0.687,0.802,Gavião Peixoto,351685
3458,0.747,0.702,0.734,0.808,General Salgado,351690
3459,0.717,0.652,0.696,0.813,Getulina,351700
3460,0.735,0.63,0.735,0.858,Glicério,351710
3461,0.739,0.679,0.697,0.853,Guaiçara,351720
3462,0.728,0.689,0.675,0.83,Guaimbê,351730
3463,0.753,0.683,0.759,0.824,Guaíra,351740
3464,0.725,0.605,0.728,0.866,Guapiaçu,351750
3465,0.675,0.602,0.634,0.806,Guapiara,351760
3466,0.718,0.63,0.71,0.826,Guará,351770
3467,0.719,0.663,0.699,0.803,Guaraçaí,351780
3468,0.737,0.682,0.698,0.84,Guaraci,351790
3469,0.732,0.714,0.682,0.806,Guarani D'Oeste,351800
3470,0.713,0.623,0.698,0.832,Guarantã,351810
3471,0.763,0.726,0.727,0.84,Guararapes,351820
3472,0.731,0.656,0.729,0.817,Guararema,351830
3473,0.798,0.751,0.764,0.886,Guaratinguetá,351840
3474,0.687,0.583,0.692,0.805,Guareí,351850
3475,0.719,0.645,0.712,0.811,Guariba,351860
3476,0.751,0.679,0.729,0.854,Guarujá,351870
3477,0.763,0.717,0.746,0.831,Guarulhos,351880
3478,0.743,0.688,0.724,0.822,Guatapará,351885
3479,0.697,0.621,0.676,0.808,Guzolândia,351890
3480,0.727,0.698,0.68,0.809,Herculândia,351900
3481,0.793,0.698,0.815,0.878,Holambra,351905
3482,0.756,0.703,0.716,0.859,Hortolândia,351907
3483,0.745,0.675,0.721,0.851,Iacanga,351910
3484,0.733,0.655,0.701,0.857,Iacri,351920
3485,0.674,0.543,0.664,0.848,Iaras,351925
3486,0.703,0.627,0.681,0.814,Ibaté,351930
3487,0.74,0.65,0.741,0.841,Ibirá,351940
3488,0.708,0.628,0.692,0.817,Ibirarema,351950
3489,0.747,0.667,0.738,0.846,Ibitinga,351960
3490,0.71,0.614,0.7,0.832,Ibiúna,351970
3491,0.72,0.646,0.716,0.806,Icém,351980
3492,0.736,0.7,0.7,0.814,Iepê,351990
3493,0.727,0.664,0.691,0.838,Igaraçu Do Tietê,352000
3494,0.768,0.671,0.809,0.835,Igarapava,352010
3495,0.711,0.616,0.683,0.855,Igaratá,352020
3496,0.726,0.653,0.691,0.847,Iguape,352030
3497,0.756,0.693,0.739,0.843,Ilhabela,352040
3498,0.725,0.666,0.696,0.823,Ilha Comprida,352042
3499,0.812,0.782,0.786,0.871,Ilha Solteira,352044
3500,0.788,0.738,0.791,0.837,Indaiatuba,352050
3501,0.761,0.733,0.714,0.843,Indiana,352060
3502,0.751,0.71,0.714,0.835,Indiaporã,352070
3503,0.759,0.75,0.688,0.849,Inúbia Paulista,352080
3504,0.727,0.65,0.713,0.828,Ipaussu,352090
