Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
São Roque do Canaã-ES,320495,13815,,,,154,1.00,1.00,,342.39,12415.00,36.26,
Serra-ES,320500,33039,11.00,297.00,754.00,7083,192.00,192.00,0.00,553.53,517510.00,934.93,2.13
Sooretama-ES,320501,15471,,,,249,,,0.00,593.39,30070.00,50.68,
Vargem Alta-ES,320503,14737,,,30.00,284,2.00,2.00,0.00,414.74,21402.00,51.60,
Venda Nova do Imigrante-ES,320506,18849,,13.00,101.00,535,16.00,16.00,0.00,187.90,25277.00,134.53,
Viana-ES,320510,20217,,,,853,7.00,7.00,0.00,311.61,78239.00,251.08,
Vila Pavão-ES,320515,14940,,,,129,,,0.00,432.75,9208.00,21.28,
Vila Valério-ES,320517,14399,,,,121,1.00,1.00,,464.39,14080.00,30.32,
Vila Velha-ES,320520,21914,5.00,194.00,864.00,7949,249.00,230.00,0.00,212.39,493838.00,2325.13,1.01
Vitória-ES,320530,64001,26.00,349.00,1695.00,13059,387.00,339.00,1.00,98.51,362097.00,3675.89,7.18
Angra dos Reis-RJ,330010,33699,2.00,88.00,286.00,3322,66.00,66.00,0.00,825.09,203785.00,246.99,0.98
Aperibé-RJ,330015,12643,,,35.00,204,2.00,2.00,0.00,94.64,11759.00,124.26,
Araruama-RJ,330020,17385,,32.00,158.00,1266,57.00,52.00,1.00,638.02,132400.00,207.52,
Areal-RJ,330022,20635,,,21.00,199,2.00,2.00,,110.92,12572.00,113.34,
Armação dos Búzios-RJ,330023,115444,,6.00,48.00,516,1.00,1.00,1.00,70.28,33870.00,481.94,
Arraial do Cabo-RJ,330025,39319,1.00,15.00,79.00,475,7.00,5.00,1.00,160.29,30349.00,189.34,3.30
Barra do Piraí-RJ,330030,17708,,16.00,280.00,1001,14.00,14.00,1.00,578.97,100374.00,173.37,
Barra Mansa-RJ,330040,28004,,77.00,296.00,2980,49.00,48.00,1.00,547.23,184412.00,336.99,
Belford Roxo-RJ,330045,13247,,6.00,285.00,2753,39.00,39.00,1.00,77.81,510906.00,6565.65,
Bom Jardim-RJ,330050,22623,,2.00,65.00,274,4.00,3.00,0.00,384.64,27446.00,71.36,
Bom Jesus do Itabapoana-RJ,330060,16309,2.00,12.00,131.00,820,7.00,7.00,1.00,598.82,37096.00,61.95,5.39
Cabo Frio-RJ,330070,84225,,86.00,538.00,3220,61.00,51.00,0.00,410.42,226525.00,551.94,
Cachoeiras de Macacu-RJ,330080,18067,,6.00,103.00,825,2.00,2.00,0.00,953.80,58937.00,61.79,
Cambuci-RJ,330090,16945,,6.00,44.00,202,4.00,4.00,,561.70,15505.00,27.60,
Campos dos Goytacazes-RJ,330100,122063,25.00,408.00,1664.00,10391,306.00,298.00,1.00,4026.71,507548.00,126.05,4.93
Cantagalo-RJ,330110,43371,1.00,20.00,83.00,288,6.00,6.00,0.00,749.28,20172.00,26.92,4.96
Carapebus-RJ,330093,59555,,,,349,1.00,1.00,0.00,308.13,16301.00,52.90,
Cardoso Moreira-RJ,330115,22953,,,,152,,,0.00,524.63,12823.00,24.44,
Carmo-RJ,330120,16966,,4.00,38.00,409,2.00,2.00,1.00,322.42,18895.00,58.60,
Casimiro de Abreu-RJ,330130,105694,,9.00,75.00,618,4.00,4.00,0.00,460.77,44184.00,95.89,
Comendador Levy Gasparian-RJ,330095,26834,,,,196,1.00,1.00,,106.89,8561.00,80.09,
Conceição de Macabu-RJ,330140,12014,,,36.00,272,2.00,2.00,1.00,347.27,23228.00,66.89,
Cordeiro-RJ,330150,14065,,,38.00,241,1.00,1.00,1.00,116.35,21926.00,188.45,
Duas Barras-RJ,330160,16850,,,16.00,155,1.00,1.00,0.00,375.13,11492.00,30.64,
Duque de Caxias-RJ,330170,28730,,356.00,977.00,10181,319.00,287.00,1.00,467.62,919596.00,1966.55,
Engenheiro Paulo de Frontin-RJ,330180,13410,,,32.00,210,3.00,3.00,0.00,132.94,14002.00,105.33,
Guapimirim-RJ,330185,13188,,1.00,137.00,669,2.00,2.00,0.00,360.77,60517.00,167.75,
Iguaba Grande-RJ,330187,12929,,,,400,8.00,5.00,0.00,51.95,28310.00,545.00,
Itaboraí-RJ,330190,22282,,21.00,313.00,3006,28.00,26.00,1.00,430.37,240592.00,559.03,
Itaguaí-RJ,330200,60616,4.00,12.00,159.00,1403,21.00,21.00,0.00,275.87,133019.00,482.19,3.01
Italva-RJ,330205,17941,,,,152,,,0.00,293.82,15207.00,51.76,
Itaocara-RJ,330210,17419,,9.00,68.00,386,11.00,11.00,0.00,431.33,23234.00,53.87,
Itaperuna-RJ,330220,19425,3.00,117.00,383.00,3010,72.00,72.00,1.00,1105.34,103224.00,93.39,2.91
Itatiaia-RJ,330225,87008,,,36.00,453,10.00,6.00,0.00,245.15,31805.00,129.74,
Japeri-RJ,330227,10162,,,,978,7.00,7.00,1.00,81.87,104768.00,1279.67,
Laje do Muriaé-RJ,330230,16642,,,30.00,112,1.00,1.00,,249.97,7355.00,29.42,
Macaé-RJ,330240,85462,1.00,148.00,506.00,4585,127.00,127.00,1.00,1216.85,256672.00,210.93,0.39
Macuco-RJ,330245,21270,,,,78,1.00,1.00,,77.72,5599.00,72.04,
Magé-RJ,330250,13105,,7.00,192.00,2697,18.00,18.00,1.00,388.50,245071.00,630.82,
Mangaratiba-RJ,330260,69501,,,62.00,738,7.00,4.00,0.00,353.08,44468.00,125.94,
Maricá-RJ,330270,51533,,5.00,141.00,1508,23.00,17.00,1.00,362.57,161207.00,444.62,
Mendes-RJ,330280,12736,,,10.00,265,1.00,1.00,0.00,97.03,18614.00,191.83,
Mesquita-RJ,330285,11090,3.00,25.00,176.00,2113,36.00,36.00,1.00,39.06,176103.00,4508.29,1.70
Miguel Pereira-RJ,330290,23588,,3.00,99.00,430,3.00,3.00,0.00,289.18,25538.00,88.31,
Miracema-RJ,330300,13247,,12.00,71.00,412,7.00,7.00,1.00,304.51,27174.00,89.24,
Natividade-RJ,330310,14791,,,50.00,295,2.00,2.00,0.00,386.74,15317.00,39.61,
Nilópolis-RJ,330320,15960,,34.00,137.00,2268,52.00,52.00,1.00,19.39,162485.00,8378.54,
Niterói-RJ,330330,40284,,417.00,1661.00,10958,435.00,414.00,1.00,133.92,513584.00,3835.12,
Nova Friburgo-RJ,330340,20185,5.00,63.00,659.00,2805,41.00,39.00,1.00,933.41,190631.00,204.23,2.62
Nova Iguaçu-RJ,330350,16477,1.00,235.00,971.00,8789,140.00,139.00,1.00,521.25,821128.00,1575.31,0.12
Paracambi-RJ,330360,12320,,,82.00,815,3.00,3.00,1.00,179.68,52257.00,290.83,
Paraíba do Sul-RJ,330370,18063,,11.00,126.00,743,25.00,17.00,1.00,580.52,44285.00,76.28,
Paraty-RJ,330380,79960,,1.00,37.00,637,4.00,4.00,0.00,925.05,43165.00,46.66,
Paty do Alferes-RJ,330385,14762,,,,255,,,0.00,318.80,27769.00,87.10,
Petrópolis-RJ,330390,31753,3.00,215.00,1651.00,6165,169.00,163.00,1.00,795.80,306191.00,384.76,0.98
Pinheiral-RJ,330395,11905,,1.00,31.00,452,2.00,2.00,0.00,76.53,25156.00,328.71,
Piraí-RJ,330400,49276,,4.00,57.00,524,7.00,7.00,1.00,505.37,29277.00,57.93,
Porciúncula-RJ,330410,14560,,,1.00,245,2.00,2.00,0.00,302.02,18847.00,62.40,
Porto Real-RJ,330411,255658,1.00,7.00,45.00,440,7.00,7.00,0.00,50.75,19683.00,387.86,5.08
Quatis-RJ,330412,19675,,1.00,33.00,192,1.00,1.00,0.00,286.09,14302.00,49.99,
Queimados-RJ,330414,25961,,,67.00,848,10.00,9.00,0.00,75.69,150319.00,1985.85,
Quissamã-RJ,330415,223042,,8.00,74.00,410,5.00,4.00,0.00,712.85,24700.00,34.65,
Resende-RJ,330420,72811,2.00,100.00,362.00,2507,110.00,102.00,0.00,1095.25,131341.00,119.92,1.52
Rio Bonito-RJ,330430,23821,,13.00,112.00,1083,12.00,12.00,1.00,456.45,60201.00,131.89,
Rio Claro-RJ,330440,16490,,1.00,41.00,245,9.00,9.00,0.00,840.59,18529.00,22.04,
Rio das Flores-RJ,330450,19363,,,21.00,215,,,,478.31,9284.00,19.41,
Rio das Ostras-RJ,330452,121799,,10.00,102.00,1555,38.00,36.00,0.00,229.04,150674.00,657.84,
Rio de Janeiro-RJ,330455,43941,124.00,4043.00,13933.00,112315,4327.00,3950.00,1.00,1200.28,6718903.00,5597.78,1.85
Santa Maria Madalena-RJ,330460,14463,,,23.00,118,2.00,2.00,0.00,814.76,10404.00,12.77,
Santo Antônio de Pádua-RJ,330470,21107,,10.00,171.00,548,7.00,7.00,1.00,603.36,42479.00,70.40,
São Fidélis-RJ,330480,16038,,12.00,111.00,491,7.00,5.00,1.00,1031.56,38669.00,37.49,
São Francisco de Itabapoana-RJ,330475,33369,,,30.00,421,5.00,3.00,0.00,1122.44,42205.00,37.60,
São Gonçalo-RJ,330490,13714,,219.00,1389.00,8100,226.00,214.00,1.00,247.71,1084839.00,4379.49,
São João da Barra-RJ,330500,212966,,,40.00,678,16.00,15.00,0.00,455.04,36102.00,79.34,
São João de Meriti-RJ,330510,14163,1.00,88.00,166.00,3269,54.00,46.00,1.00,35.22,472406.00,13414.53,0.21
São José de Ubá-RJ,330513,17740,,,,130,2.00,2.00,,250.28,7171.00,28.65,
São José do Vale do Rio Preto-RJ,330515,16499,,1.00,56.00,220,2.00,2.00,0.00,220.43,21795.00,98.87,
São Pedro da Aldeia-RJ,330520,15588,,1.00,61.00,833,14.00,12.00,1.00,332.79,104476.00,313.94,
São Sebastião do Alto-RJ,330530,15508,,4.00,48.00,204,3.00,3.00,,397.90,9357.00,23.52,
Sapucaia-RJ,330540,34587,,,,274,1.00,,1.00,541.24,18228.00,33.68,
Saquarema-RJ,330550,21975,,40.00,116.00,1015,5.00,5.00,0.00,353.57,89170.00,252.20,
Seropédica-RJ,330555,22607,,,27.00,501,13.00,13.00,0.00,283.76,82312.00,290.07,
Silva Jardim-RJ,330560,15828,,,40.00,452,2.00,2.00,0.00,937.55,21774.00,23.22,
Sumidouro-RJ,330570,20816,,,25.00,178,1.00,1.00,0.00,395.52,15623.00,39.50,
Tanguá-RJ,330575,14327,,,214.00,364,1.00,1.00,1.00,145.50,34309.00,235.80,
Teresópolis-RJ,330580,23446,9.00,36.00,391.00,2736,43.00,42.00,1.00,770.60,182594.00,236.95,4.93
Trajano de Moraes-RJ,330590,14830,,3.00,38.00,123,1.00,1.00,,589.81,10626.00,18.02,
Três Rios-RJ,330600,36661,,10.00,266.00,1690,51.00,49.00,0.00,326.13,81804.00,250.83,
Valença-RJ,330610,19183,,33.00,318.00,1212,43.00,41.00,1.00,1304.81,76523.00,58.65,
Varre-Sai-RJ,330615,12881,,3.00,38.00,99,1.00,1.00,0.00,190.06,11000.00,57.88,
Vassouras-RJ,330620,20579,,68.00,457.00,935,48.00,46.00,0.00,538.13,36896.00,68.56,
Volta Redonda-RJ,330630,39740,11.00,223.00,747.00,5201,234.00,228.00,0.00,182.48,273012.00,1496.10,4.03
Adamantina-SP,350010,22168,,5.00,235.00,782,9.00,9.00,,411.36,35068.00,85.25,
Adolfo-SP,350020,19727,,,,83,,,0.00,211.08,3562.00,16.88,
Aguaí-SP,350030,19361,,,,350,1.00,1.00,,474.74,36305.00,76.47,
Águas da Prata-SP,350040,15175,,,,69,1.00,1.00,,142.96,8180.00,57.22,
Águas de Lindóia-SP,350050,20375,,,42.00,176,3.00,3.00,0.00,60.13,18705.00,311.10,
Águas de Santa Bárbara-SP,350055,19384,,,,84,,,,408.02,6075.00,14.89,
Águas de São Pedro-SP,350060,32297,,,,57,1.00,1.00,,5.37,3451.00,642.64,
Agudos-SP,350070,51928,,,60.00,530,4.00,4.00,1.00,966.16,37214.00,38.52,
Alambari-SP,350075,12677,,,,70,,,0.00,159.27,6025.00,37.83,
Alfredo Marcondes-SP,350080,16095,,,,53,,,,118.40,4166.00,35.19,
Altair-SP,350090,23834,,,,74,,,,313.86,4160.00,13.25,
Altinópolis-SP,350100,20768,,,31.00,221,2.00,2.00,0.00,929.84,16184.00,17.41,
Alto Alegre-SP,350110,17363,,,22.00,75,1.00,1.00,0.00,319.04,4099.00,12.85,
Alumínio-SP,350115,87738,,,,147,1.00,1.00,0.00,83.81,18628.00,222.27,
Álvares Florence-SP,350120,24688,,,,60,,,,362.94,3679.00,10.14,
Álvares Machado-SP,350130,14932,,,20.00,247,1.00,1.00,1.00,347.38,24915.00,71.72,
Álvaro de Carvalho-SP,350140,7365,,,,45,,,0.00,153.16,5227.00,34.13,
Alvinlândia-SP,350150,12384,,,,34,,,,84.80,3222.00,37.99,
Americana-SP,350160,44046,,63.00,536.00,3977,91.00,91.00,1.00,133.35,239597.00,1796.75,
Américo Brasiliense-SP,350170,17043,,10.00,193.00,1023,26.00,24.00,0.00,122.27,40504.00,331.27,
Américo de Campos-SP,350180,11728,,,,68,,,0.00,253.10,5969.00,23.58,
Amparo-SP,350190,45868,,10.00,392.00,1402,25.00,21.00,0.00,445.55,72195.00,162.03,
Analândia-SP,350200,28953,,,,63,,,,326.28,4995.00,15.31,
Andradina-SP,350210,34575,,10.00,127.00,1106,15.00,13.00,0.00,964.19,57157.00,59.28,
Angatuba-SP,350220,28674,,,57.00,259,1.00,1.00,0.00,1027.98,25228.00,24.54,
Anhembi-SP,350230,17558,,,,63,,,0.00,736.51,6724.00,9.13,
Anhumas-SP,350240,17590,,,,51,,,,320.42,4115.00,12.84,
Aparecida-SP,350250,20746,,9.00,104.00,520,18.00,18.00,0.00,121.08,36157.00,298.61,
Aparecida d'Oeste-SP,350260,14351,,,22.00,71,1.00,1.00,,179.02,4196.00,23.44,
Apiaí-SP,350270,25655,,,45.00,310,7.00,4.00,0.00,974.32,24374.00,25.02,
Araçariguama-SP,350275,72511,,,,192,2.00,2.00,0.00,146.34,22364.00,152.82,
Araçatuba-SP,350280,29448,,87.00,394.00,3901,76.00,76.00,1.00,1167.44,197016.00,168.76,
Araçoiaba da Serra-SP,350290,16012,,,321.00,246,,,1.00,255.45,34146.00,133.67,
Aramina-SP,350300,22269,,,,105,,,0.00,202.89,5620.00,27.70,
Arandu-SP,350310,11209,,,12.00,81,2.00,2.00,0.00,285.91,6357.00,22.23,
Arapeí-SP,350315,8860,,,,48,1.00,1.00,1.00,156.84,2469.00,15.74,
Araraquara-SP,350320,33394,,64.00,442.00,6052,102.00,90.00,0.00,1004.14,236072.00,235.10,
Araras-SP,350330,33567,,45.00,503.00,2673,67.00,64.00,,644.83,134236.00,208.17,
Arco-Íris-SP,350335,16534,,,,28,,,0.00,264.73,1791.00,6.77,
Arealva-SP,350340,16795,,,29.00,105,2.00,1.00,0.00,504.97,8560.00,16.95,
Areias-SP,350350,9034,,,,60,,,,305.23,3886.00,12.73,
Areiópolis-SP,350360,10024,,,,111,,,,85.77,11129.00,129.76,
Ariranha-SP,350370,62556,,,,112,,,0.00,133.15,9668.00,72.61,
Artur Nogueira-SP,350380,16494,,,36.00,474,7.00,4.00,0.00,178.03,54408.00,305.62,
Arujá-SP,350390,35344,,23.00,92.00,843,27.00,22.00,0.00,96.36,89824.00,932.18,
Aspásia-SP,350395,11055,,,,52,,,0.00,69.34,1822.00,26.28,
Assis-SP,350400,24906,2.00,53.00,278.00,2144,74.00,66.00,0.00,460.31,104386.00,226.77,1.92
Atibaia-SP,350410,34934,,27.00,192.00,2737,38.00,38.00,1.00,478.45,142761.00,298.38,
Auriflama-SP,350420,15275,,,44.00,192,2.00,2.00,,433.99,15189.00,35.00,
Avaí-SP,350430,42814,,,,44,,,0.00,540.46,5403.00,10.00,
Avanhandava-SP,350440,14580,,,,105,,,0.00,338.64,13649.00,40.30,
Avaré-SP,350450,21385,,15.00,159.00,1163,18.00,16.00,0.00,1213.06,90655.00,74.73,
Bady Bassitt-SP,350460,16279,,,,250,1.00,1.00,0.00,108.54,17502.00,161.24,
Balbinos-SP,350470,7548,,,,76,,,,91.64,5735.00,62.59,
Bálsamo-SP,350480,17201,,,,93,,,,150.60,9068.00,60.21,
Bananal-SP,350490,13829,,,15.00,143,2.00,2.00,0.00,616.04,10945.00,17.77,
Barão de Antonina-SP,350500,16460,,,,45,,,0.00,153.14,3469.00,22.65,
Barbosa-SP,350510,13023,,,,70,,,,205.15,7402.00,36.08,
Bariri-SP,350520,24914,,7.00,51.00,284,1.00,1.00,,444.07,35264.00,79.41,
Barra Bonita-SP,350530,28772,,7.00,91.00,484,8.00,8.00,0.00,149.91,36126.00,240.99,
Barra do Chapéu-SP,350535,8362,,,,51,,,1.00,405.68,5724.00,14.11,
Barra do Turvo-SP,350540,8698,,,,93,4.00,4.00,0.00,1007.82,7659.00,7.60,
Barretos-SP,350550,28418,5.00,108.00,504.00,6230,118.00,118.00,,1565.64,122098.00,77.99,4.10
Barrinha-SP,350560,12021,,,,354,1.00,1.00,0.00,145.64,32812.00,225.29,
Barueri-SP,350570,171831,,93.00,431.00,6244,140.00,139.00,1.00,66.14,274182.00,4145.42,
Bastos-SP,350580,33014,,,35.00,336,3.00,3.00,0.00,171.88,20953.00,121.90,
Batatais-SP,350590,23236,,8.00,133.00,936,10.00,10.00,0.00,849.53,62508.00,73.58,
Bauru-SP,350600,28976,10.00,196.00,1228.00,7757,214.00,190.00,1.00,667.68,376818.00,564.37,2.65
Bebedouro-SP,350610,30090,,9.00,140.00,1243,26.00,26.00,0.00,683.30,77496.00,113.41,
Bento de Abreu-SP,350620,35196,,,,28,,,,301.39,2980.00,9.89,
Bernardino de Campos-SP,350630,14935,,,23.00,137,2.00,2.00,,244.20,11148.00,45.65,
Bertioga-SP,350635,28303,,,49.00,600,13.00,13.00,1.00,490.03,63249.00,129.07,
Bilac-SP,350640,18379,,,36.00,88,2.00,2.00,,157.90,8034.00,50.88,
Birigui-SP,350650,22301,,16.00,146.00,1413,17.00,16.00,0.00,530.92,123638.00,232.87,
Biritiba-Mirim-SP,350660,18663,,,,232,3.00,1.00,0.00,317.16,32598.00,102.78,
Boa Esperança do Sul-SP,350670,14585,,,14.00,146,1.00,1.00,,690.76,14923.00,21.60,
Bocaina-SP,350680,29619,,,35.00,106,2.00,2.00,,363.93,12329.00,33.88,
Bofete-SP,350690,15899,,,,49,1.00,1.00,,653.54,11730.00,17.95,
Boituva-SP,350700,46684,,,54.00,708,7.00,7.00,,248.95,60997.00,245.01,
Bom Jesus dos Perdões-SP,350710,20005,,,12.00,148,1.00,1.00,0.00,107.65,25448.00,236.40,
Bom Sucesso de Itararé-SP,350715,13408,,,,37,1.00,1.00,0.00,133.58,3954.00,29.60,
Borá-SP,350720,82705,,,,23,,,,118.45,837.00,7.07,
Boracéia-SP,350730,30521,,,,43,,,,122.11,4823.00,39.50,
Borborema-SP,350740,17921,,,26.00,269,3.00,3.00,,552.26,16046.00,29.06,
Borebi-SP,350745,17667,,,,39,,,0.00,347.99,2653.00,7.62,
Botucatu-SP,350750,27810,1.00,85.00,644.00,5278,134.00,134.00,0.00,1482.64,146497.00,98.81,0.68
Bragança Paulista-SP,350760,27471,,75.00,372.00,3423,74.00,74.00,0.00,512.62,168668.00,329.03,
Braúna-SP,350770,13000,,,,48,1.00,1.00,,195.33,5686.00,29.11,
Brejo Alegre-SP,350775,66123,,,,48,,,,105.40,2865.00,27.18,
Brodowski-SP,350780,19354,,,,383,1.00,,0.00,279.52,24939.00,89.22,
Brotas-SP,350790,22964,,1.00,41.00,251,1.00,1.00,0.00,1101.38,24403.00,22.16,
Buri-SP,350800,14710,,,,207,1.00,1.00,0.00,1195.91,19878.00,16.62,
Buritama-SP,350810,21008,,,42.00,253,1.00,1.00,,326.76,17144.00,52.47,
Buritizal-SP,350820,58661,,,,56,,,,266.42,4481.00,16.82,
Cabrália Paulista-SP,350830,18223,,,,39,,,,239.91,4264.00,17.77,
Cabreúva-SP,350840,79705,,,22.00,448,4.00,4.00,0.00,260.16,49707.00,191.06,
Caçapava-SP,350850,37850,1.00,6.00,178.00,1341,19.00,19.00,0.00,370.25,94263.00,254.59,1.06
Cachoeira Paulista-SP,350860,14637,,,16.00,509,5.00,3.00,0.00,287.99,33327.00,115.72,
Caconde-SP,350870,10543,,,62.00,174,1.00,1.00,0.00,469.98,18985.00,40.40,
Cafelândia-SP,350880,18481,,,48.00,200,4.00,4.00,,920.10,17767.00,19.31,
Caiabu-SP,350890,11503,,,,52,,,0.00,252.84,4191.00,16.58,
Caieiras-SP,350900,30206,,34.00,110.00,1378,38.00,33.00,0.00,96.70,101470.00,1049.35,
Caiuá-SP,350910,11943,,,,81,,,,552.14,5874.00,10.64,
Cajamar-SP,350920,125437,,1.00,149.00,815,20.00,20.00,1.00,131.40,76801.00,584.47,
Cajati-SP,350925,32547,,,,332,1.00,1.00,0.00,454.44,28549.00,62.82,
Cajobi-SP,350930,11054,,,32.00,138,2.00,2.00,,176.90,10542.00,59.59,
Cajuru-SP,350940,17920,,,140.00,350,2.00,2.00,0.00,660.09,26167.00,39.64,
Campina do Monte Alegre-SP,350945,16675,,,,41,1.00,1.00,0.00,185.03,6024.00,32.56,
Campinas-SP,350950,44850,17.00,685.00,2610.00,25583,700.00,685.00,1.00,795.00,1204073.00,1514.55,1.41
Campo Limpo Paulista-SP,350960,19242,,2.00,68.00,617,7.00,7.00,1.00,79.58,84650.00,1063.68,
Campos do Jordão-SP,350970,18109,,,201.00,598,13.00,13.00,1.00,290.52,52088.00,179.29,
Campos Novos Paulista-SP,350980,23583,,,,46,,,1.00,483.98,4965.00,10.26,
Cananéia-SP,350990,35753,,,,130,,,0.00,1242.95,12540.00,10.09,
Canas-SP,350995,27483,,,,46,,,0.00,53.26,5138.00,96.47,
Cândido Mota-SP,351000,23483,,,30.00,393,2.00,1.00,0.00,596.21,31280.00,52.46,
Cândido Rodrigues-SP,351010,23545,,,,54,,,,70.31,2793.00,39.72,
Canitar-SP,351015,22167,,,,32,,,,57.23,5216.00,91.14,
Capão Bonito-SP,351020,12288,,2.00,58.00,490,5.00,5.00,0.00,1640.23,47138.00,28.74,
Capela do Alto-SP,351030,12939,,,59.00,207,1.00,1.00,0.00,169.89,20706.00,121.88,
Capivari-SP,351040,29413,,10.00,93.00,872,26.00,25.00,1.00,322.71,55768.00,172.81,
Caraguatatuba-SP,351050,22088,,18.00,165.00,2643,40.00,40.00,0.00,485.38,121532.00,250.39,
Carapicuíba-SP,351060,11442,,62.00,270.00,3046,46.00,46.00,1.00,34.60,400927.00,11585.81,
Cardoso-SP,351070,12381,,,31.00,155,2.00,2.00,0.00,639.73,12326.00,19.27,
Casa Branca-SP,351080,17772,,,372.00,687,3.00,3.00,1.00,864.18,30380.00,35.15,
Cássia dos Coqueiros-SP,351090,31741,,,,46,,,0.00,191.68,2523.00,13.16,
Castilho-SP,351100,23451,,,31.00,300,1.00,1.00,0.00,1065.80,21006.00,19.71,
Catanduva-SP,351110,27409,24.00,73.00,588.00,3418,79.00,78.00,0.00,290.60,121862.00,419.35,19.69
Catiguá-SP,351120,14453,,,,81,,,,148.39,7804.00,52.59,
Cedral-SP,351130,27866,,,50.00,134,,,0.00,197.43,9237.00,46.79,
Cerqueira César-SP,351140,23875,,2.00,39.00,179,2.00,2.00,0.00,508.53,19985.00,39.30,
Cerquilho-SP,351150,33837,,5.00,32.00,530,3.00,3.00,0.00,127.80,48949.00,383.00,
Cesário Lange-SP,351160,16290,,,22.00,182,1.00,1.00,0.00,190.77,18148.00,95.13,
Charqueada-SP,351170,14783,,,33.00,108,4.00,4.00,0.00,175.84,17190.00,97.76,
Chavantes-SP,355720,16961,,,50.00,90,2.00,2.00,,188.10,12418.00,66.02,
Clementina-SP,351190,20733,,,30.00,75,1.00,1.00,,168.84,8617.00,51.04,
Colina-SP,351200,35459,,,47.00,290,2.00,2.00,,422.57,18468.00,43.70,
Colômbia-SP,351210,35912,,,20.00,148,,,,729.25,6210.00,8.52,
Conchal-SP,351220,18734,,,52.00,290,6.00,6.00,0.00,182.79,28050.00,153.45,
Conchas-SP,351230,15139,,,12.00,157,2.00,2.00,0.00,466.02,17896.00,38.40,
Cordeirópolis-SP,351240,100432,,,,313,1.00,1.00,1.00,137.58,24528.00,178.28,
Coroados-SP,351250,17846,,,,42,,,0.00,246.36,6058.00,24.59,
Coronel Macedo-SP,351260,11019,,,6.00,64,,,0.00,303.93,4681.00,15.40,
Corumbataí-SP,351270,35715,,,,58,2.00,2.00,0.00,278.62,4055.00,14.55,
Cosmópolis-SP,351280,19083,,7.00,68.00,549,6.00,6.00,1.00,154.66,72252.00,467.17,
Cosmorama-SP,351290,30114,,,,59,,,0.00,443.82,7307.00,16.46,
Cotia-SP,351300,44735,1.00,61.00,667.00,3228,55.00,54.00,1.00,323.10,249210.00,771.30,0.40
Cravinhos-SP,351310,28489,,,15.00,282,1.00,1.00,0.00,311.19,35292.00,113.41,
Cristais Paulista-SP,351320,16492,,,,99,,,0.00,385.23,8631.00,22.40,
Cruzália-SP,351330,31321,,,,42,,,0.00,149.05,2073.00,13.91,
Cruzeiro-SP,351340,23945,,10.00,103.00,1047,30.00,29.00,0.00,305.70,82238.00,269.02,
Cubatão-SP,351350,61690,,17.00,118.00,1806,54.00,52.00,1.00,142.38,130705.00,917.99,
Cunha-SP,351360,7518,,,40.00,192,5.00,5.00,0.00,1407.32,21547.00,15.31,
Descalvado-SP,351370,32413,,,40.00,385,3.00,3.00,0.00,753.71,33718.00,44.74,
Diadema-SP,351380,33015,,131.00,624.00,5493,170.00,151.00,1.00,30.84,423884.00,13744.62,
Dirce Reis-SP,351385,24430,,,,32,,,0.00,88.35,1793.00,20.29,
Divinolândia-SP,351390,17780,,,186.00,428,2.00,2.00,0.00,222.13,11146.00,50.18,
Dobrada-SP,351400,9681,,,,58,,,,149.73,8929.00,59.63,
Dois Córregos-SP,351410,20050,,,67.00,268,2.00,2.00,0.00,632.97,27315.00,43.15,
Dolcinópolis-SP,351420,14735,,,,48,,,,78.34,2115.00,27.00,
Dourado-SP,351430,27924,,,14.00,122,2.00,2.00,,205.88,8873.00,43.10,
Dracena-SP,351440,21103,,10.00,143.00,805,18.00,18.00,0.00,488.04,46793.00,95.88,
Duartina-SP,351450,14469,,,87.00,186,3.00,3.00,0.00,264.56,12445.00,47.04,
Dumont-SP,351460,18220,,,,73,2.00,2.00,0.00,111.25,9868.00,88.70,
Echaporã-SP,351470,17710,,,,92,1.00,1.00,0.00,515.43,6102.00,11.84,
Eldorado-SP,351480,6981,,,2.00,164,,,,1654.26,15494.00,9.37,
Elias Fausto-SP,351490,28517,,,6.00,165,4.00,4.00,0.00,202.69,17772.00,87.68,
Elisiário-SP,351492,16381,,,,43,,,,93.98,3651.00,38.85,
Embaúba-SP,351495,15192,,,,33,,,,83.13,2452.00,29.50,
Embu das Artes-SP,351500,31635,,,244.00,1837,19.00,19.00,1.00,70.40,273726.00,3888.32,
Embu-Guaçu-SP,351510,13076,,,17.00,536,16.00,14.00,0.00,154.94,69385.00,447.80,
Emilianópolis-SP,351512,13508,,,,39,,,,224.49,3214.00,14.32,
Engenheiro Coelho-SP,351515,19888,,,,210,1.00,1.00,0.00,109.94,20773.00,188.95,
Espírito Santo do Pinhal-SP,351518,28391,,,453.00,737,7.00,7.00,0.00,389.42,44330.00,113.84,
Espírito Santo do Turvo-SP,351519,16375,,,,50,1.00,1.00,0.00,193.66,4829.00,24.94,
Estiva Gerbi-SP,355730,19479,,,,132,,,,74.21,11304.00,152.33,
