municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Áurea;Rio Grande do Sul;Sul;8.0;9.0;3554.0;337.0;6;0;0;0.09482273494653912;0.0016882386043894203;0.8888888888888888;0.0;0.0;-8.88888888888889;4301552.0
Timbaúba dos Batistas;Rio Grande do Norte;Nordeste;3.0;4.0;2414.0;430.0;2;5;0;0.17812758906379453;0.0008285004142502071;0.75;0.002071251035625518;0.0;13.88888888888889;2414308.0
Areias;São Paulo;Sudeste;3.0;7.0;3886.0;368.0;2;0;0;0.09469891919711786;0.000514668039114771;0.42857142857142855;0.0;0.0;32.14285714285714;3503505.0
Água Boa;Minas Gerais;Sudeste;10.0;18.0;13735.0;624.0;11;0;0;0.0454313796869312;0.0008008736803785948;0.5555555555555556;0.0;0.0;27.876106194690266;3100609.0
Desterro do Melo;Minas Gerais;Sudeste;5.0;11.0;2901.0;172.0;0;0;0;0.05928990003447087;0.0;0.45454545454545453;0.0;0.0;32.32323232323232;3121506.0
Bom Lugar;Maranhão;Nordeste;14.0;27.0;16294.0;535.0;7;0;0;0.03283417208788511;0.0004296059899349454;0.5185185185185185;0.0;0.0;26.57952069716775;2102077.0
Rosário da Limeira;Minas Gerais;Sudeste;10.0;19.0;4594.0;275.0;7;0;0;0.05986068785372225;0.0015237265999129299;0.5263157894736842;0.0;0.0;23.83900928792569;3156452.0
Verdejante;Pernambuco;Nordeste;12.0;70.0;9534.0;557.0;10;0;0;0.05842248793790644;0.0010488777008600798;0.17142857142857143;0.0;0.0;44.3956043956044;2616100.0
São Francisco de Paula;Rio Grande do Sul;Sul;10.0;20.0;21710.0;1649.0;46;0;0;0.07595578074619991;0.0021188392445877476;0.5;0.0;0.0;43.97981254506128;4318200.0
Campos Altos;Minas Gerais;Sudeste;23.0;42.0;15461.0;1339.0;27;0;0;0.0866050061444926;0.0017463294741607916;0.5476190476190477;0.0;0.0;29.85347985347985;3111507.0
Santa Terezinha;Mato Grosso;Centro-Oeste;6.0;8.0;8371.0;569.0;14;0;0;0.06797276311073945;0.0016724405686297933;0.75;0.0;0.0;17.870659865065;5107776.0
Chavantes;São Paulo;Sudeste;6.0;24.0;12418.0;1399.0;48;0;0;0.1126590433242068;0.0038653567402158156;0.25;0.0;0.0;47.34042553191489;3557204.0
Ascurra;Santa Catarina;Sul;6.0;16.0;7934.0;1388.0;13;0;0;0.17494328207713639;0.0016385177716158306;0.375;0.0;0.0;40.27777777777778;4201703.0
Varjão;Goiás;Centro-Oeste;7.0;24.0;3827.0;621.0;14;0;0;0.16226809511366605;0.0036582179252678338;0.2916666666666667;0.0;0.0;49.40476190476191;5221908.0
Aracatu;Bahia;Nordeste;14.0;33.0;13135.0;914.0;18;0;0;0.06958507803578226;0.0013703844689760183;0.42424242424242425;0.0;0.0;33.014354066985646;2902005.0
Itaoca;São Paulo;Sudeste;6.0;11.0;3328.0;285.0;8;0;0;0.08563701923076923;0.002403846153846154;0.5454545454545454;0.0;0.0;20.454545454545453;3522158.0
Desterro;Paraíba;Nordeste;20.0;54.0;8297.0;711.0;12;0;0;0.08569362420151862;0.001446305893696517;0.37037037037037035;0.0;0.0;32.60582010582011;2505402.0
São João da Lagoa;Minas Gerais;Sudeste;10.0;13.0;4915.0;301.0;4;0;0;0.0612410986775178;0.0008138351983723296;0.7692307692307693;0.0;0.0;-0.2564102564102555;3162252.0
Palmópolis;Minas Gerais;Sudeste;5.0;11.0;5507.0;407.0;11;0;0;0.07390593789722172;0.0019974577810059923;0.45454545454545453;0.0;0.0;21.21212121212121;3146750.0
Riacho dos Cavalos;Paraíba;Nordeste;9.0;62.0;8526.0;968.0;17;4;0;0.11353506920009383;0.001993901008679334;0.14516129032258066;0.0004691531785127844;0.0;44.57478005865102;2512804.0
Mulungu;Ceará;Nordeste;82.0;138.0;10823.0;1290.0;20;3;0;0.11919061258431118;0.0018479164741753672;0.5942028985507246;0.0002771874711263051;0.0;28.2939401558964;2309102.0
Santa Teresinha;Paraíba;Nordeste;3.0;10.0;4573.0;376.0;13;0;0;0.08222173627815438;0.0028427727968510824;0.3;0.0;0.0;62.10526315789474;2513802.0
Cacequi;Rio Grande do Sul;Sul;7.0;10.0;12561.0;828.0;13;0;0;0.0659183186052066;0.0010349494467001034;0.7;0.0;0.0;-3.3333333333333286;4302907.0
Manoel Ribas;Paraná;Sul;11.0;27.0;13502.0;1815.0;32;4;0;0.1344245296993038;0.0023700192564064583;0.4074074074074074;0.0002962524070508073;0.0;34.25925925925925;4114500.0
Bom Progresso;Rio Grande do Sul;Sul;10.0;19.0;1942.0;189.0;3;0;0;0.09732234809474768;0.001544799176107106;0.5263157894736842;0.0;0.0;20.095693779904305;4302378.0
Tupi Paulista;São Paulo;Sudeste;21.0;29.0;15495.0;1699.0;49;1;0;0.10964827363665698;0.0031623104227170053;0.7241379310344828;6.453694740238787e-05;0.0;-1.9912578921806696;3555109.0
Várzea Nova;Bahia;Nordeste;23.0;27.0;12697.0;926.0;11;0;0;0.07293061353075529;0.0008663463810348901;0.8518518518518519;0.0;0.0;-1.8518518518518512;2933158.0
São Tiago;Minas Gerais;Sudeste;24.0;36.0;10941.0;978.0;17;4;0;0.08938853852481492;0.0015537885019650856;0.6666666666666666;0.0003655972945800201;0.0;20.175438596491222;3165008.0
Envira;Amazonas;Norte;29.0;166.0;20033.0;2716.0;13;0;0;0.1355762991064743;0.0006489292667099286;0.1746987951807229;0.0;0.0;64.19678714859438;1301506.0
Arataca;Bahia;Nordeste;7.0;19.0;11019.0;791.0;15;0;0;0.0717850984662855;0.001361285053090117;0.3684210526315789;0.0;0.0;36.84210526315789;2902252.0
Campo Novo de Rondônia;Rondônia;Norte;11.0;32.0;14139.0;1365.0;24;0;0;0.09654148100997241;0.001697432633142372;0.34375;0.0;0.0;51.04166666666666;1100700.0
Vista Serrana;Paraíba;Nordeste;4.0;12.0;3798.0;199.0;6;0;0;0.05239599789362823;0.001579778830963665;0.3333333333333333;0.0;0.0;48.48484848484847;2505501.0
Gonzaga;Minas Gerais;Sudeste;2.0;6.0;6158.0;406.0;16;1;0;0.06593049691458265;0.0025982461838259174;0.3333333333333333;0.00016239038648911984;0.0;62.12121212121211;3127503.0
Dobrada;São Paulo;Sudeste;6.0;43.0;8929.0;617.0;9;0;0;0.06910068316720798;0.0010079516183223206;0.13953488372093023;0.0;0.0;45.570321151716506;3514007.0
Junco do Maranhão;Maranhão;Nordeste;7.0;13.0;3432.0;327.0;2;0;0;0.09527972027972027;0.0005827505827505828;0.5384615384615384;0.0;0.0;27.106227106227102;2105658.0
Cabo Verde;Minas Gerais;Sudeste;6.0;12.0;14075.0;831.0;9;0;0;0.05904085257548845;0.0006394316163410302;0.5;0.0;0.0;32.92682926829268;3109501.0
Água Branca;Alagoas;Nordeste;47.0;123.0;20196.0;553.0;23;0;0;0.02738165973460091;0.0011388393741334918;0.3821138211382114;0.0;0.0;28.35639900486317;2700102.0
Abel Figueiredo;Pará;Norte;14.0;22.0;7434.0;1075.0;11;0;0;0.144605864944848;0.0014796879203658865;0.6363636363636364;0.0;0.0;11.919191919191924;1500131.0
Cerro Azul;Paraná;Sul;9.0;23.0;17779.0;1488.0;54;0;1;0.08369424602058609;0.0030372911862309466;0.391304347826087;0.0;5.6246133078350866e-05;50.86956521739131;4105201.0
Itaíba;Pernambuco;Nordeste;34.0;72.0;26349.0;1008.0;14;1;0;0.03825572127974496;0.00053132946221868;0.4722222222222222;3.795210444419143e-05;0.0;35.44444444444444;2607505.0
Cachoeira Grande;Maranhão;Nordeste;3.0;4.0;9431.0;327.0;8;0;0;0.034672887286607994;0.0008482663556356696;0.75;0.0;0.0;19.444444444444443;2102374.0
Guarinos;Goiás;Centro-Oeste;1.0;20.0;1794.0;198.0;9;0;0;0.11036789297658862;0.005016722408026756;0.05;0.0;0.0;;5209457.0
Carutapera;Maranhão;Nordeste;9.0;29.0;23807.0;1105.0;38;0;0;0.04641491998151804;0.0015961691939345571;0.3103448275862069;0.0;0.0;60.39408866995075;2102903.0
Santo Inácio;Paraná;Sul;2.0;4.0;5438.0;584.0;18;1;0;0.10739242368517837;0.0033100404560500183;0.5;0.00018389113644722325;0.0;;4124509.0
Pacaraima;Roraima;Norte;10.0;23.0;17401.0;2426.0;49;0;0;0.1394172748692604;0.0028159301189586805;0.43478260869565216;0.0;0.0;41.1371237458194;1400456.0
Cordeirópolis;São Paulo;Sudeste;31.0;86.0;24528.0;5915.0;102;1;0;0.2411529680365297;0.0041585127201565555;0.36046511627906974;4.0769732550554466e-05;0.0;37.41027849554982;3512407.0
Telha;Sergipe;Nordeste;10.0;27.0;3227.0;406.0;10;0;0;0.12581344902386118;0.0030988534242330336;0.37037037037037035;0.0;0.0;16.296296296296298;2807303.0
Alto Rio Doce;Minas Gerais;Sudeste;21.0;41.0;11000.0;587.0;29;0;0;0.05336363636363636;0.0026363636363636363;0.5121951219512195;0.0;0.0;35.447154471544714;3102100.0
Candói;Paraná;Sul;13.0;28.0;15979.0;1627.0;33;1;0;0.10182114024657363;0.0020652105888979287;0.4642857142857143;6.258213905751299e-05;0.0;21.349206349206348;4104428.0
Santa Maria de Itabira;Minas Gerais;Sudeste;13.0;22.0;10847.0;1066.0;37;0;0;0.09827602101963677;0.0034110814049967734;0.5909090909090909;0.0;0.0;19.480519480519487;3158003.0
Bom Jesus da Penha;Minas Gerais;Sudeste;6.0;9.0;4217.0;746.0;19;1;0;0.17690301161963481;0.004505572682001423;0.6666666666666666;0.00023713540431586437;0.0;11.59420289855072;3107604.0
Calumbi;Pernambuco;Nordeste;18.0;55.0;5750.0;827.0;5;0;0;0.14382608695652174;0.0008695652173913044;0.32727272727272727;0.0;0.0;47.27272727272727;2603405.0
Cambará do Sul;Rio Grande do Sul;Sul;3.0;9.0;6431.0;362.0;11;0;0;0.05628984605815581;0.001710464935468823;0.3333333333333333;0.0;0.0;;4303608.0
Pendências;Rio Grande do Norte;Nordeste;11.0;25.0;15129.0;1358.0;39;0;0;0.08976138541873224;0.002577830656355344;0.44;0.0;0.0;36.76923076923077;2409902.0
Douradina;Mato Grosso do Sul;Centro-Oeste;5.0;11.0;5924.0;630.0;14;5;0;0.10634706279540851;0.002363268062120189;0.45454545454545453;0.0008440243079000675;0.0;22.605363984674334;5003504.0
Santa Fé do Araguaia;Tocantins;Norte;9.0;31.0;7512.0;848.0;13;0;0;0.11288604898828541;0.0017305644302449414;0.2903225806451613;0.0;0.0;54.75152571926765;1718865.0
Cruzaltense;Rio Grande do Sul;Sul;7.0;7.0;1833.0;197.0;6;0;0;0.10747408619749045;0.0032733224222585926;1.0;0.0;0.0;;4306130.0
Alecrim;Rio Grande do Sul;Sul;13.0;16.0;5950.0;315.0;12;0;0;0.052941176470588235;0.0020168067226890756;0.8125;0.0;0.0;-0.2976190476190474;4300307.0
Campo Bonito;Paraná;Sul;3.0;6.0;3833.0;466.0;14;2;0;0.12157578919906079;0.003652491521001826;0.5;0.0005217845030002609;0.0;22.22222222222222;4104055.0
Arapeí;São Paulo;Sudeste;2.0;4.0;2469.0;271.0;4;0;0;0.10976103685702714;0.0016200891049007696;0.5;0.0;0.0;;3503158.0
Fortaleza dos Valos;Rio Grande do Sul;Sul;10.0;15.0;4320.0;667.0;10;0;0;0.15439814814814815;0.0023148148148148147;0.6666666666666666;0.0;0.0;27.08333333333333;4308458.0
Codajás;Amazonas;Norte;28.0;200.0;28637.0;2642.0;25;0;0;0.0922582672766002;0.0008729964730942487;0.14;0.0;0.0;55.918699186991866;1301308.0
Cotegipe;Bahia;Nordeste;14.0;28.0;13782.0;806.0;23;0;0;0.058482078072848644;0.0016688434189522565;0.5;0.0;0.0;36.8421052631579;2909406.0
Pantano Grande;Rio Grande do Sul;Sul;13.0;21.0;9174.0;1212.0;28;1;0;0.13211249182472204;0.003052103771528232;0.6190476190476191;0.00010900370612600828;0.0;18.86446886446886;4313953.0
Catarina;Ceará;Nordeste;51.0;118.0;20698.0;840.0;18;0;0;0.040583631268721616;0.000869649241472606;0.4322033898305085;0.0;0.0;13.351089588377723;2303600.0
Indiana;São Paulo;Sudeste;4.0;6.0;4885.0;252.0;9;0;0;0.05158648925281474;0.001842374616171955;0.6666666666666666;0.0;0.0;;3520608.0
Carnaubal;Ceará;Nordeste;94.0;242.0;17606.0;2212.0;28;0;0;0.12563898670907644;0.0015903669203680562;0.3884297520661157;0.0;0.0;49.49783196827632;2303402.0
São José do Brejo do Cruz;Paraíba;Nordeste;5.0;10.0;1801.0;193.0;1;1;0;0.10716268739589117;1.0;0.5;0.000555247084952804;0.0;15.517241379310342;2514651.0
Capetinga;Minas Gerais;Sudeste;2.0;6.0;6920.0;983.0;34;0;0;0.1420520231213873;0.004913294797687861;0.3333333333333333;0.0;0.0;38.66666666666666;3112406.0
Faxinal;Paraná;Sul;30.0;44.0;17251.0;2536.0;74;0;0;0.14700597066836704;0.004289606399629007;0.6818181818181818;0.0;0.0;-0.3246753246753293;4107603.0
Pocinhos;Paraíba;Nordeste;12.0;19.0;18564.0;1593.0;25;1;0;0.08581124757595346;0.0013466925231631114;0.631578947368421;5.3867700926524454e-05;0.0;31.045003813882527;2512002.0
Silvanópolis;Tocantins;Norte;9.0;23.0;5403.0;1064.0;24;1;0;0.19692763279659448;0.004441976679622432;0.391304347826087;0.00018508236165093466;0.0;50.524737631184415;1720655.0
Ariranha;São Paulo;Sudeste;2.0;11.0;9668.0;1014.0;29;0;0;0.1048820852296235;0.0029995862639635913;0.18181818181818182;0.0;0.0;59.0909090909091;3503703.0
Vidal Ramos;Santa Catarina;Sul;4.0;8.0;6338.0;738.0;13;0;1;0.11644051751341117;0.0020511202272010098;0.5;0.0;0.0001577784790154623;41.30434782608695;4219200.0
Carvalhópolis;Minas Gerais;Sudeste;6.0;8.0;3579.0;312.0;7;5;0;0.08717518860016764;0.0019558535903883767;0.75;0.0013970382788488405;0.0;9.0;3114709.0
Santo Expedito;São Paulo;Sudeste;6.0;8.0;3111.0;196.0;6;0;0;0.06300225008036;0.0019286403085824494;0.75;0.0;0.0;;3548302.0
Baixio;Ceará;Nordeste;30.0;75.0;6288.0;719.0;14;0;0;0.11434478371501272;0.0022264631043256997;0.4;0.0;0.0;23.55140186915888;2301802.0
Prata;Paraíba;Nordeste;12.0;18.0;4209.0;359.0;5;42;0;0.08529341886433832;0.0011879306248515087;0.6666666666666666;0.009978617248752673;0.0;35.132982959069906;2512200.0
Quixabeira;Bahia;Nordeste;16.0;22.0;8972.0;826.0;8;0;0;0.09206419973250111;0.0008916629514043691;0.7272727272727273;0.0;0.0;12.457912457912457;2925931.0
São Pedro;Rio Grande do Norte;Nordeste;5.0;11.0;5971.0;487.0;12;4;0;0.08156087757494557;0.002009713615809747;0.45454545454545453;0.000669904538603249;0.0;30.906944717686404;2412708.0
Chácara;Minas Gerais;Sudeste;1.0;3.0;3154.0;269.0;10;2;0;0.08528852251109702;0.0031705770450221942;0.3333333333333333;0.0006341154090044388;0.0;44.44444444444444;3115904.0
Doutor Maurício Cardoso;Rio Grande do Sul;Sul;3.0;6.0;4549.0;386.0;16;0;0;0.08485381402506045;0.003517256539898879;0.5;0.0;0.0;;4306734.0
Gentil;Rio Grande do Sul;Sul;1.0;1.0;1634.0;187.0;5;0;0;0.11444308445532436;0.0030599755201958386;1.0;0.0;0.0;;4308854.0
Guaraciaba;Santa Catarina;Sul;14.0;21.0;10090.0;2094.0;27;0;0;0.20753221010901884;0.0026759167492566896;0.6666666666666666;0.0;0.0;24.614505996573392;4206405.0
São Valério;Tocantins;Norte;8.0;15.0;3960.0;595.0;17;1;1;0.15025252525252525;0.004292929292929293;0.5333333333333333;0.0002525252525252525;0.0002525252525252525;-3.333333333333336;1720499.0
Japurá;Paraná;Sul;14.0;24.0;9425.0;1244.0;17;0;0;0.13198938992042442;0.001803713527851459;0.5833333333333334;0.0;0.0;57.70897832817337;4112405.0
Tapiraí;São Paulo;Sudeste;1.0;7.0;7807.0;859.0;10;0;0;0.11002946074036121;0.0012809017548354041;0.14285714285714285;0.0;0.0;58.26330532212884;3553500.0
Itarana;Espírito Santo;Sudeste;25.0;37.0;10555.0;1754.0;28;0;0;0.16617716721932732;0.0026527711984841306;0.6756756756756757;0.0;0.0;24.269167126309988;3202900.0
Senador Modestino Gonçalves;Minas Gerais;Sudeste;11.0;23.0;4156.0;198.0;8;0;0;0.04764196342637151;0.0019249278152069298;0.4782608695652174;0.0;0.0;47.295864262990456;3165909.0
Barbosa Ferraz;Paraná;Sul;8.0;19.0;11568.0;1469.0;45;2;1;0.12698824343015214;0.0038900414937759337;0.42105263157894735;0.00017289073305670817;8.644536652835408e-05;41.2280701754386;4102505.0
Morretes;Paraná;Sul;15.0;41.0;16406.0;2289.0;56;0;0;0.1395221260514446;0.0034133853468243324;0.36585365853658536;0.0;0.0;28.3496990814064;4116208.0
Malhador;Sergipe;Nordeste;27.0;28.0;12618.0;1118.0;30;0;0;0.08860358218418132;0.0023775558725630053;0.9642857142857143;0.0;0.0;-0.3759398496240602;2803906.0
Nova Olímpia;Paraná;Sul;6.0;25.0;5806.0;719.0;19;1;0;0.12383740957630038;0.003272476748191526;0.24;0.0001722356183258698;0.0;30.991230991230985;4117206.0
Jesuítas;Paraná;Sul;7.0;20.0;8412.0;1134.0;21;0;0;0.13480741797432239;0.0024964336661911554;0.35;0.0;0.0;40.0;4112751.0
Pedra Preta;Rio Grande do Norte;Nordeste;4.0;7.0;2458.0;179.0;0;0;0;0.07282343368592352;0.0;0.5714285714285714;0.0;0.0;25.33474277660324;2409605.0
Bias Fortes;Minas Gerais;Sudeste;0.0;4.0;3379.0;119.0;4;0;0;0.03521751997632436;0.0011837821840781297;0.0;0.0;0.0;90.0;3106804.0
Natividade;Tocantins;Norte;14.0;56.0;9244.0;1253.0;24;0;0;0.1355473820856772;0.0025962786672436176;0.25;0.0;0.0;47.90476190476191;1714203.0
Ipira;Santa Catarina;Sul;15.0;24.0;4446.0;487.0;7;0;0;0.10953666216824112;0.0015744489428699954;0.625;0.0;0.0;25.735294117647054;4207601.0
Monte Alegre;Rio Grande do Norte;Nordeste;6.0;17.0;22451.0;1283.0;12;6;0;0.057146674981069887;0.000534497349783974;0.35294117647058826;0.000267248674891987;0.0;24.681904621914363;2407807.0
Acrelândia;Acre;Norte;13.0;32.0;15256.0;1796.0;37;0;0;0.11772417409543787;0.002425275301520713;0.40625;0.0;0.0;41.98369565217392;1200013.0
Brochier;Rio Grande do Sul;Sul;5.0;11.0;5074.0;633.0;6;1;0;0.1247536460386283;0.0011824990145841545;0.45454545454545453;0.00019708316909735908;0.0;47.402597402597394;4302659.0
Rio dos Cedros;Santa Catarina;Sul;7.0;16.0;11676.0;1004.0;27;0;0;0.08598835217540253;0.0023124357656731757;0.4375;0.0;0.0;34.02777777777778;4214706.0
Marilac;Minas Gerais;Sudeste;5.0;12.0;4115.0;311.0;10;0;0;0.0755771567436209;0.002430133657351154;0.4166666666666667;0.0;0.0;25.000000000000007;3140100.0
São Jorge;Rio Grande do Sul;Sul;8.0;12.0;2824.0;408.0;11;0;0;0.14447592067988668;0.003895184135977337;0.6666666666666666;0.0;0.0;;4318440.0
Boa Vista do Cadeado;Rio Grande do Sul;Sul;1.0;2.0;2470.0;227.0;4;2;0;0.09190283400809716;0.0016194331983805667;0.5;0.0008097165991902834;0.0;;4302220.0
São Gonçalo do Pará;Minas Gerais;Sudeste;4.0;14.0;12411.0;579.0;24;0;0;0.04665216340343244;0.0019337684312303602;0.2857142857142857;0.0;0.0;40.65934065934066;3161809.0
Queimada Nova;Piauí;Nordeste;8.0;12.0;8992.0;747.0;6;0;0;0.08307384341637011;0.0006672597864768683;0.6666666666666666;0.0;0.0;4.301075268817197;2208650.0
Boa Vista do Incra;Rio Grande do Sul;Sul;3.0;7.0;2603.0;314.0;4;0;0;0.12063004225893201;0.001536688436419516;0.42857142857142855;0.0;0.0;50.89285714285714;4302238.0
Bonito;Bahia;Nordeste;25.0;32.0;16764.0;1091.0;14;1;0;0.06507993319016941;0.0008351228823669769;0.78125;5.965163445478406e-05;0.0;46.90711838599163;2904050.0
Catingueira;Paraíba;Nordeste;9.0;22.0;4932.0;340.0;11;0;0;0.0689375506893755;0.0022303325223033254;0.4090909090909091;0.0;0.0;32.06388206388206;2504207.0
Sandovalina;São Paulo;Sudeste;12.0;14.0;4302.0;433.0;12;0;0;0.100650860065086;0.002789400278940028;0.8571428571428571;0.0;0.0;-14.880952380952383;3545506.0
Alfredo Vasconcelos;Minas Gerais;Sudeste;5.0;8.0;6907.0;639.0;15;0;0;0.09251484001737367;0.0021717098595627625;0.625;0.0;0.0;10.833333333333332;3101631.0
Poço de José de Moura;Paraíba;Nordeste;13.0;25.0;4307.0;363.0;5;0;0;0.08428140236823775;0.0011609008590666356;0.52;0.0;0.0;27.62962962962963;2512077.0
Jussara;Bahia;Nordeste;17.0;26.0;15284.0;712.0;11;0;0;0.046584663700601936;0.0007197068830149176;0.6538461538461539;0.0;0.0;20.716510903426794;2918506.0
Francisco Badaró;Minas Gerais;Sudeste;5.0;12.0;10332.0;166.0;6;0;1;0.016066589237320943;0.0005807200929152149;0.4166666666666667;0.0;9.678668215253581e-05;44.81981981981982;3126505.0
Ajuricaba;Rio Grande do Sul;Sul;9.0;15.0;7024.0;1478.0;32;0;0;0.21042141230068337;0.004555808656036446;0.6;0.0;0.0;35.65217391304348;4300208.0
Cruz Machado;Paraná;Sul;3.0;13.0;18708.0;1418.0;27;1;0;0.07579645071627111;0.0014432328415651058;0.23076923076923078;5.345306820611503e-05;0.0;55.08399646330682;4106803.0
São Vicente do Seridó;Paraíba;Nordeste;19.0;31.0;10775.0;759.0;3;0;0;0.07044083526682135;0.00027842227378190254;0.6129032258064516;0.0;0.0;21.401985111662533;2515401.0
São João do Cariri;Paraíba;Nordeste;8.0;10.0;4199.0;456.0;4;0;0;0.1085972850678733;0.0009526077637532746;0.8;0.0;0.0;-2.222222222222221;2514008.0
Itapé;Bahia;Nordeste;6.0;8.0;8761.0;800.0;28;0;0;0.09131377696609976;0.0031959821938134917;0.75;0.0;0.0;3.571428571428573;2916203.0
Inajá;Pernambuco;Nordeste;3.0;10.0;23247.0;481.0;13;0;0;0.02069084182905321;0.0005592119413257625;0.3;0.0;0.0;28.421052631578945;2607000.0
Galvão;Santa Catarina;Sul;2.0;3.0;2873.0;488.0;12;0;0;0.16985729202923774;0.004176818656456666;0.6666666666666666;0.0;0.0;14.583333333333329;4205605.0
Presidente Vargas;Maranhão;Nordeste;16.0;22.0;11193.0;432.0;7;0;0;0.03859555079067274;0.0006253908692933083;0.7272727272727273;0.0;0.0;8.041958041958036;2109304.0
Mirante da Serra;Rondônia;Norte;28.0;57.0;10947.0;1079.0;13;0;0;0.09856581711884535;0.0011875399652872933;0.49122807017543857;0.0;0.0;34.627192982456144;1101302.0
Candeal;Bahia;Nordeste;1.0;5.0;8258.0;661.0;3;0;0;0.08004359409057883;0.00036328408815693874;0.2;0.0;0.0;56.47058823529412;2906402.0
Jiquiriçá;Bahia;Nordeste;16.0;40.0;14537.0;1047.0;27;0;0;0.07202311343468391;0.0018573295728141982;0.4;0.0;0.0;37.647058823529406;2918209.0
Paula Freitas;Paraná;Sul;8.0;16.0;5873.0;711.0;16;4;0;0.12106248935807934;0.0027243316873829387;0.5;0.0006810829218457347;0.0;26.190476190476197;4118600.0
Taciba;São Paulo;Sudeste;3.0;19.0;6285.0;839.0;26;1;0;0.13349244232299126;0.004136833731105807;0.15789473684210525;0.00015910898965791568;0.0;75.11961722488037;3552908.0
Aripuanã;Mato Grosso;Centro-Oeste;19.0;63.0;22354.0;3288.0;49;2;0;0.14708776952670663;0.0021920014315111387;0.30158730158730157;8.946944618412812e-05;0.0;17.942535664054645;5101407.0
Sonora;Mato Grosso do Sul;Centro-Oeste;13.0;37.0;19274.0;2041.0;34;1;0;0.10589395039950192;0.001764034450555152;0.35135135135135137;5.188336619279859e-05;0.0;56.97012802275961;5007935.0
Palmeira;Santa Catarina;Sul;1.0;1.0;2627.0;362.0;5;5;0;0.1377997716025885;0.001903311762466692;1.0;0.001903311762466692;0.0;8.57142857142857;4212056.0
Rio Quente;Goiás;Centro-Oeste;13.0;24.0;4493.0;691.0;9;0;0;0.15379479189850878;0.0020031159581571333;0.5416666666666666;0.0;0.0;15.833333333333329;5218789.0
Lizarda;Tocantins;Norte;1.0;7.0;3740.0;161.0;4;0;0;0.043048128342245986;0.0010695187165775401;0.14285714285714285;0.0;0.0;60.71428571428571;1712405.0
Campos Borges;Rio Grande do Sul;Sul;8.0;11.0;3320.0;541.0;13;1;0;0.16295180722891567;0.00391566265060241;0.7272727272727273;0.00030120481927710846;0.0;10.606060606060606;4304101.0
Iepê;São Paulo;Sudeste;17.0;22.0;8159.0;957.0;27;0;0;0.11729378600318667;0.0033092290721902194;0.7727272727272727;0.0;0.0;-0.34965034965035;3519907.0
Rio Bonito do Iguaçu;Paraná;Sul;17.0;31.0;13269.0;1001.0;15;0;0;0.07543899314190972;0.0011304544426859599;0.5483870967741935;0.0;0.0;19.024926686217004;4122156.0
Cotiporã;Rio Grande do Sul;Sul;5.0;5.0;3853.0;847.0;5;0;0;0.21982870490526862;0.0012976901116013497;1.0;0.0;0.0;;4305959.0
Gameleira de Goiás;Goiás;Centro-Oeste;10.0;20.0;3818.0;626.0;9;0;0;0.1639601885804086;0.002357255107386066;0.5;0.0;0.0;37.5;5208152.0
Marmeleiro;Paraná;Sul;16.0;27.0;14367.0;2379.0;50;1;0;0.165587805387346;0.003480197675227953;0.5925925925925926;6.960395350455906e-05;0.0;17.663817663817664;4115408.0
