NO_MUNICIPIO_ESC;Presente;Total_Alunos;regiao;estado;municipio;data;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Casos_per_capita;Mortes_per_capita;Relacao_Presenca
Cariús;86;173;Nordeste;CE;Cariús;2021-11-21;18699.0;2359.0;0;32;0;0.1261564789560939;0.0017113214610406;0.49710982658959535
Avanhandava;17;31;Sudeste;SP;Avanhandava;2021-11-21;13649.0;1230.0;0;43;0;0.0901164920506996;0.0031504139497399;0.5483870967741935
Cipó;48;81;Nordeste;BA;Cipó;2021-11-21;17300.0;1085.0;0;15;0;0.0627167630057803;0.0008670520231213;0.5925925925925926
Boqueirão do Leão;3;3;Sul;RS;Boqueirão do Leão;2021-11-21;7714.0;630.0;0;32;0;0.0816696914700544;0.0041483017889551;1.0
Campos Lindos;9;26;Norte;TO;Campos Lindos;2021-11-21;10116.0;456.0;0;6;0;0.0450771055753262;0.0005931198102016;0.34615384615384615
Itararé;112;233;Sudeste;SP;Itararé;2021-11-21;50503.0;6349.0;0;249;0;0.125715304041344;0.004930400174247;0.48068669527896996
Santiago;145;206;Sul;RS;Santiago;2021-11-21;49425.0;7556.0;2;167;0;0.1528780981284775;0.0033788568538189;0.7038834951456311
Machadinho;10;16;Sul;RS;Machadinho;2021-11-21;5445.0;838.0;0;13;0;0.153902662993572;0.0023875114784205;0.625
Matozinhos;70;123;Sudeste;MG;Matozinhos;2021-11-21;37820.0;3915.0;0;112;0;0.1035166578529878;0.0029613960867265;0.5691056910569106
Mafra;120;213;Sul;SC;Mafra;2021-11-21;56292.0;5773.0;0;134;0;0.1025545370567753;0.0023804448234207;0.5633802816901409
Santana dos Montes;1;2;Sudeste;MG;Santana dos Montes;2021-11-21;3777.0;124.0;0;0;0;0.0328302885888271;0.0;0.5
Nova Maringá;13;27;Centro-Oeste;MT;Nova Maringá;2021-11-21;8641.0;712.0;0;10;0;0.0823978706168267;0.0011572734637194;0.48148148148148145
União;84;143;Nordeste;PI;União;2021-11-21;44485.0;2357.0;0;64;0;0.0529841519613352;0.0014386871979318;0.5874125874125874
Carbonita;12;21;Sudeste;MG;Carbonita;2021-11-21;9405.0;690.0;0;6;0;0.0733652312599681;0.0006379585326953;0.5714285714285714
Bom Jesus da Serra;12;17;Nordeste;BA;Bom Jesus da Serra;2021-11-21;9880.0;489.0;0;9;0;0.049493927125506;0.000910931174089;0.7058823529411765
Águas Belas;92;257;Nordeste;PE;Águas Belas;2021-11-21;43443.0;2084.0;0;47;0;0.0479709044034712;0.0010818774025734;0.35797665369649806
Porto Ferreira;115;194;Sudeste;SP;Porto Ferreira;2021-11-21;56150.0;7771.0;0;170;0;0.1383971504897595;0.0030276046304541;0.5927835051546392
Sarapuí;13;28;Sudeste;SP;Sarapuí;2021-11-21;10285.0;515.0;0;6;0;0.0500729217306757;0.0005833738454059;0.4642857142857143
Correntina;60;84;Nordeste;BA;Correntina;2021-11-21;32137.0;3403.0;0;49;0;0.1058904066963313;0.001524722282727;0.7142857142857143
Água Boa;53;106;Sudeste;MG;Água Boa;2021-11-21;13735.0;624.0;0;11;0;0.0454313796869312;0.0008008736803785;0.5
Senador José Porfírio;16;35;Norte;PA;Senador José Porfírio;2021-11-21;11658.0;849.0;0;20;0;0.07282552753474;0.0017155601303825;0.45714285714285713
Curuá;27;61;Norte;PA;Curuá;2021-11-21;14393.0;2062.0;0;23;0;0.1432640867088168;0.0015979990273049;0.4426229508196721
Miracema do Tocantins;44;74;Norte;TO;Miracema do Tocantins;2021-11-21;18248.0;2160.0;0;54;0;0.1183691363437089;0.0029592284085927;0.5945945945945946
Gararu;21;62;Nordeste;SE;Gararu;2021-11-21;11604.0;676.0;0;16;0;0.0582557738710789;0.0013788348845225;0.3387096774193548
Turvo;43;87;Sul;PR;Turvo;2021-11-21;13215.0;2565.0;0;36;0;0.1940976163450624;0.0027241770715096;0.4942528735632184
Nova Itaberaba;3;7;Sul;SC;Nova Itaberaba;2021-11-21;4331.0;493.0;0;4;0;0.1138305241283768;0.0009235742322789;0.42857142857142855
Mariana;75;140;Sudeste;MG;Mariana;2021-11-21;60724.0;10691.0;0;105;0;0.1760588894012252;0.0017291351030893;0.5357142857142857
Iguatama;10;20;Sudeste;MG;Iguatama;2021-11-21;7947.0;683.0;0;10;0;0.0859443815276204;0.0012583364791745;0.5
Imbé;50;74;Sul;RS;Imbé;2021-11-21;22800.0;3629.0;2;138;0;0.1591666666666666;0.0060526315789473;0.6756756756756757
Campo Belo;139;236;Sudeste;MG;Campo Belo;2021-11-21;54029.0;7541.0;0;223;0;0.1395731921745729;0.0041274130559514;0.5889830508474576
Umari;38;97;Nordeste;CE;Umari;2021-11-21;7733.0;539.0;0;11;0;0.069701280227596;0.0014224751066856;0.3917525773195876
Torixoréu;4;16;Centro-Oeste;MT;Torixoréu;2021-11-21;3609.0;669.0;0;21;0;0.1853699085619285;0.0058187863674147;0.25
Itapema;112;240;Sul;SC;Itapema;2021-11-21;65312.0;13212.0;0;261;0;0.2022905438510534;0.0039962028417442;0.4666666666666667
Porto Feliz;83;175;Sudeste;SP;Porto Feliz;2021-11-21;53098.0;9274.0;0;148;0;0.1746581792157896;0.0027872989566462;0.4742857142857143
Guapiara;23;36;Sudeste;SP;Guapiara;2021-11-21;17157.0;2310.0;0;87;0;0.1346389228886169;0.0050708165763245;0.6388888888888888
Itanagra;3;3;Nordeste;BA;Itanagra;2021-11-21;6441.0;321.0;0;8;0;0.0498369818351187;0.0012420431609998;1.0
Cruzeiro do Oeste;24;48;Sul;PR;Cruzeiro do Oeste;2021-11-21;20932.0;3178.0;1;87;0;0.1518249570036308;0.0041563156888973;0.5
Guariba;60;117;Sudeste;SP;Guariba;2021-11-21;40105.0;4236.0;0;103;0;0.1056227403066949;0.0025682583219049;0.5128205128205128
São Roque de Minas;12;26;Sudeste;MG;São Roque de Minas;2021-11-21;7051.0;859.0;0;19;0;0.1218266912494681;0.002694653240675;0.46153846153846156
Murici;75;139;Nordeste;AL;Murici;2021-11-21;28236.0;1044.0;0;49;0;0.0369740756481088;0.0017353732823346;0.539568345323741
Itiquira;10;25;Centro-Oeste;MT;Itiquira;2021-11-21;13345.0;815.0;0;16;0;0.0610715623829149;0.0011989509179467;0.4
São Sebastião de Lagoa de Roça;21;29;Nordeste;PB;São Sebastião de Lagoa de Roça;2021-11-21;11661.0;1337.0;0;22;0;0.114655689906526;0.0018866306491724;0.7241379310344828
Taquaritinga do Norte;38;87;Nordeste;PE;Taquaritinga do Norte;2021-11-21;28775.0;808.0;0;26;0;0.0280799304952215;0.0009035621198957;0.4367816091954023
Pimenteiras;15;19;Nordeste;PI;Pimenteiras;2021-11-21;12127.0;1203.0;0;29;0;0.099200131937;0.0023913581264945;0.7894736842105263
Iporã do Oeste;32;45;Sul;SC;Iporã do Oeste;2021-11-21;8996.0;863.0;0;16;0;0.0959315251222765;0.0017785682525566;0.7111111111111111
Ubaíra;24;33;Nordeste;BA;Ubaíra;2021-11-21;19895.0;1285.0;0;30;0;0.0645890927368685;0.0015079165619502;0.7272727272727273
Monte Alegre;192;323;Norte;PA;Monte Alegre;2021-11-21;58032.0;5625.0;3;186;0;0.0969292803970223;0.0032051282051282;0.5944272445820433
Diamantino;75;132;Centro-Oeste;MT;Diamantino;2021-11-21;22041.0;2892.0;0;62;0;0.131210017694297;0.0028129395218002;0.5681818181818182
Marzagão;6;25;Centro-Oeste;GO;Marzagão;2021-11-21;2236.0;335.0;0;6;0;0.1498211091234347;0.0026833631484794;0.24
Pedra Lavrada;30;35;Nordeste;PB;Pedra Lavrada;2021-11-21;7843.0;385.0;0;2;0;0.0490883590462833;0.000255004462578;0.8571428571428571
Porteiras;58;159;Nordeste;CE;Porteiras;2021-11-21;14996.0;1565.0;0;31;0;0.1043611629767938;0.0020672179247799;0.36477987421383645
Carmópolis de Minas;44;64;Sudeste;MG;Carmópolis de Minas;2021-11-21;19355.0;2381.0;0;54;0;0.1230173081890984;0.0027899767501937;0.6875
Capitão Gervásio Oliveira;4;4;Nordeste;PI;Capitão Gervásio Oliveira;2021-11-21;4100.0;122.0;0;10;0;0.0297560975609756;0.0024390243902439;1.0
Buíque;57;127;Nordeste;PE;Buíque;2021-11-21;58378.0;2627.0;0;48;0;0.0449998287025934;0.0008222275514748;0.44881889763779526
Lagoa Santa;168;250;Sudeste;MG;Lagoa Santa;2021-11-21;64527.0;6168.0;0;128;0;0.0955878934399553;0.0019836657523207;0.672
Moraújo;64;118;Nordeste;CE;Moraújo;2021-11-21;8724.0;1946.0;0;23;0;0.223062815222375;0.0026364053186611;0.5423728813559322
Goianorte;10;24;Norte;TO;Goianorte;2021-11-21;5123.0;379.0;0;7;0;0.073980089791138;0.0013663868826859;0.4166666666666667
Antônio Cardoso;4;8;Nordeste;BA;Antônio Cardoso;2021-11-21;11683.0;636.0;0;11;0;0.0544380724129076;0.0009415389882735;0.5
Anaurilândia;6;14;Centro-Oeste;MS;Anaurilândia;2021-11-21;9035.0;565.0;0;15;0;0.0625345877144438;0.0016602102933038;0.42857142857142855
Lagoa Grande do Maranhão;7;11;Nordeste;MA;Lagoa Grande do Maranhão;2021-11-21;11394.0;277.0;0;10;0;0.0243110408987186;0.0008776549060909;0.6363636363636364
Camaquã;184;242;Sul;RS;Camaquã;2021-11-21;66261.0;7659.0;0;155;0;0.1155883551410331;0.0023392342403525;0.7603305785123967
Nova Mutum;95;167;Centro-Oeste;MT;Nova Mutum;2021-11-21;45378.0;9411.0;0;139;0;0.2073912468597117;0.003063158358676;0.5688622754491018
Indaiabira;10;14;Sudeste;MG;Indaiabira;2021-11-21;7351.0;452.0;0;1;0;0.0614882328934838;1.0;0.7142857142857143
Santana dos Garrotes;20;49;Nordeste;PB;Santana dos Garrotes;2021-11-21;7031.0;468.0;0;10;0;0.0665623666619257;0.0014222727919214;0.40816326530612246
Itapoá;29;83;Sul;SC;Itapoá;2021-11-21;20576.0;3837.0;0;75;0;0.1864793934681182;0.0036450233281493;0.3493975903614458
Itiúba;46;74;Nordeste;BA;Itiúba;2021-11-21;36089.0;1689.0;1;39;0;0.0468009642827454;0.0010806616974701;0.6216216216216216
Bataguassu;61;106;Centro-Oeste;MS;Bataguassu;2021-11-21;23024.0;3498.0;0;51;0;0.1519284225156358;0.0022150799166087;0.5754716981132075
São Domingos do Azeitão;12;17;Nordeste;MA;São Domingos do Azeitão;2021-11-21;7392.0;265.0;0;4;0;0.035849567099567;0.0005411255411255;0.7058823529411765
Xexéu;13;56;Nordeste;PE;Xexéu;2021-11-21;14725.0;636.0;0;29;0;0.0431918505942275;0.0019694397283531;0.23214285714285715
Barra do Bugres;63;104;Centro-Oeste;MT;Barra do Bugres;2021-11-21;34966.0;3703.0;0;88;0;0.1059028770805925;0.0025167305382371;0.6057692307692307
Alpinópolis;58;80;Sudeste;MG;Alpinópolis;2021-11-21;19853.0;1907.0;0;47;0;0.0960560116858913;0.0023674003928877;0.725
Triunfo;129;266;Nordeste;PB;Triunfo;2021-11-21;9455.0;1157.0;9;21;0;0.1223691168693812;0.0022210470650449;0.4849624060150376
São João da Ponte;24;56;Sudeste;MG;São João da Ponte;2021-11-21;25165.0;562.0;0;24;0;0.0223326048082654;0.0009537055434134;0.42857142857142855
Santana do Mundaú;36;55;Nordeste;AL;Santana do Mundaú;2021-11-21;10740.0;768.0;0;19;0;0.0715083798882681;0.0017690875232774;0.6545454545454545
Descoberto;15;17;Sudeste;MG;Descoberto;2021-11-21;5013.0;361.0;0;11;0;0.0720127668063036;0.002194294833433;0.8823529411764706
Carolina;25;64;Nordeste;MA;Carolina;2021-11-21;24322.0;1202.0;0;25;0;0.0494202779376696;0.0010278759970397;0.390625
Paranaiguara;27;47;Centro-Oeste;GO;Paranaiguara;2021-11-21;10057.0;649.0;0;52;0;0.0645321666500944;0.0051705279904544;0.574468085106383
Jucás;143;332;Nordeste;CE;Jucás;2021-11-21;24833.0;1982.0;5;68;0;0.0798131518543873;0.0027382917891515;0.4307228915662651
Itaberaba;156;318;Nordeste;BA;Itaberaba;2021-11-21;64489.0;7631.0;0;150;0;0.1183302578734357;0.00232597807378;0.49056603773584906
Divinolândia;24;50;Sudeste;SP;Divinolândia;2021-11-21;11146.0;1377.0;0;48;0;0.123542077875471;0.0043064776601471;0.48
Berilo;15;28;Sudeste;MG;Berilo;2021-11-21;11932.0;153.0;0;1;0;0.0128226617499161;1.0;0.5357142857142857
Mairinque;127;229;Sudeste;SP;Mairinque;2021-11-21;47150.0;4447.0;1;65;0;0.0943160127253446;0.0013785790031813;0.5545851528384279
Inaciolândia;16;33;Centro-Oeste;GO;Inaciolândia;2021-11-21;6194.0;1106.0;0;33;0;0.1785598966742008;0.0053277365192121;0.48484848484848486
Jacupiranga;7;23;Sudeste;SP;Jacupiranga;2021-11-21;17866.0;1704.0;0;53;0;0.0953766931601925;0.0029665286018135;0.30434782608695654
Cariré;152;259;Nordeste;CE;Cariré;2021-11-21;18448.0;2568.0;0;49;0;0.1392020815264527;0.0026561144839549;0.5868725868725869
Esplanada;52;82;Nordeste;BA;Esplanada;2021-11-21;37237.0;2145.0;0;35;0;0.0576039960254585;0.0009399253430727;0.6341463414634146
Cambuci;22;40;Sudeste;RJ;Cambuci;2021-11-21;15505.0;1708.0;0;40;0;0.110158013544018;0.0025798129635601;0.55
Crissiumal;30;44;Sul;RS;Crissiumal;2021-11-21;13448.0;1243.0;0;23;0;0.0924301011302796;0.0017102914931588;0.6818181818181818
Princesa;2;7;Sul;SC;Princesa;2021-11-21;2924.0;471.0;0;11;0;0.1610807113543091;0.0037619699042407;0.2857142857142857
Panelas;70;231;Nordeste;PE;Panelas;2021-11-21;26474.0;1119.0;0;31;0;0.042267885472539;0.0011709601873536;0.30303030303030304
Juvenília;8;13;Sudeste;MG;Juvenília;2021-11-21;5724.0;506.0;0;6;0;0.0883997204751921;0.0010482180293501;0.6153846153846154
Guarujá do Sul;10;17;Sul;SC;Guarujá do Sul;2021-11-21;5160.0;588.0;0;11;0;0.113953488372093;0.0021317829457364;0.5882352941176471
Rio do Campo;10;19;Sul;SC;Rio do Campo;2021-11-21;5940.0;680.0;0;8;0;0.1144781144781144;0.0013468013468013;0.5263157894736842
Barão de Cocais;76;104;Sudeste;MG;Barão de Cocais;2021-11-21;32485.0;5003.0;0;74;0;0.1540095428659381;0.002277974449746;0.7307692307692307
Três de Maio;82;113;Sul;RS;Três de Maio;2021-11-21;23906.0;3417.0;2;45;0;0.1429348280766335;0.0018823726261189;0.7256637168141593
Taquarivaí;11;66;Sudeste;SP;Taquarivaí;2021-11-21;5852.0;541.0;0;20;0;0.0924470266575529;0.0034176349965823;0.16666666666666666
Vespasiano;157;269;Sudeste;MG;Vespasiano;2021-11-21;127601.0;6550.0;0;205;0;0.0513318861137451;0.0016065704814225;0.5836431226765799
Biritiba Mirim;29;79;Sudeste;SP;Biritiba Mirim;2021-11-21;32598.0;1556.0;0;106;0;0.0477329897539726;0.0032517332351678;0.3670886075949367
Cambará;53;88;Sul;PR;Cambará;2021-11-21;25360.0;3127.0;0;68;0;0.1233044164037854;0.0026813880126182;0.6022727272727273
Guararapes;90;141;Sudeste;SP;Guararapes;2021-11-21;32939.0;4223.0;0;113;0;0.1282066850845502;0.00343058380643;0.6382978723404256
São Miguel do Oeste;164;236;Sul;SC;São Miguel do Oeste;2021-11-21;40482.0;7330.0;0;75;0;0.1810681290450076;0.0018526752630798;0.6949152542372882
Liberdade;12;22;Sudeste;MG;Liberdade;2021-11-21;5069.0;267.0;0;9;0;0.0526731110672716;0.001775498125863;0.5454545454545454
Laje;43;65;Nordeste;BA;Laje;2021-11-21;23840.0;1929.0;0;33;0;0.0809144295302013;0.0013842281879194;0.6615384615384615
Barro;138;191;Nordeste;CE;Barro;2021-11-21;22680.0;1930.0;0;47;0;0.0850970017636684;0.0020723104056437;0.7225130890052356
Sertanópolis;50;67;Sul;PR;Sertanópolis;2021-11-21;16369.0;2900.0;0;49;0;0.1771641517502596;0.0029934632537112;0.746268656716418
Muribeca;19;60;Nordeste;SE;Muribeca;2021-11-21;7625.0;316.0;0;16;0;0.0414426229508196;0.0020983606557377;0.31666666666666665
Arroio do Meio;27;57;Sul;RS;Arroio do Meio;2021-11-21;20805.0;3216.0;0;49;0;0.1545782263878875;0.0023552030761836;0.47368421052631576
Nossa Senhora de Lourdes;32;59;Nordeste;SE;Nossa Senhora de Lourdes;2021-11-21;6483.0;496.0;0;12;0;0.0765077896035786;0.0018509949097639;0.5423728813559322
Mucambo;27;86;Nordeste;CE;Mucambo;2021-11-21;14537.0;1907.0;0;30;0;0.131182499828025;0.0020636995253491;0.313953488372093
Barros Cassal;9;15;Sul;RS;Barros Cassal;2021-11-21;11199.0;880.0;0;14;0;0.0785784445039735;0.0012501116171086;0.6
Umarizal;44;55;Nordeste;RN;Umarizal;2021-11-21;10555.0;1760.0;0;21;0;0.166745618190431;0.001989578398863;0.8
José Gonçalves de Minas;8;12;Sudeste;MG;José Gonçalves de Minas;2021-11-21;4501.0;137.0;0;1;0;0.030437680515441;1.0;0.6666666666666666
Medeiros Neto;33;72;Nordeste;BA;Medeiros Neto;2021-11-21;22688.0;2897.0;0;59;0;0.1276886459802538;0.0026004936530324;0.4583333333333333
Maravilhas;4;14;Sudeste;MG;Maravilhas;2021-11-21;7976.0;697.0;0;7;0;0.0873871614844533;0.000877632898696;0.2857142857142857
Santo Antônio do Pinhal;9;20;Sudeste;SP;Santo Antônio do Pinhal;2021-11-21;6811.0;741.0;0;8;0;0.1087945969754808;0.0011745705476435;0.45
São Raimundo das Mangabeiras;62;90;Nordeste;MA;São Raimundo das Mangabeiras;2021-11-21;18868.0;2578.0;0;34;0;0.1366334534661861;0.0018019927920288;0.6888888888888889
Esperantina;106;188;Norte;TO;Esperantina;2021-11-21;10996.0;744.0;0;21;0;0.0676609676245907;0.0019097853765005;0.5638297872340425
Albertina;3;8;Sudeste;MG;Albertina;2021-11-21;3007.0;269.0;0;10;0;0.0894579314931825;0.0033255736614566;0.375
Júlio de Castilhos;48;68;Sul;RS;Júlio de Castilhos;2021-11-21;19293.0;2346.0;0;41;0;0.1215985072306017;0.002125123101643;0.7058823529411765
Nova Prata;68;100;Sul;RS;Nova Prata;2021-11-21;27257.0;3955.0;0;56;0;0.1451003411967568;0.0020545181054408;0.68
Nipoã;3;15;Sudeste;SP;Nipoã;2021-11-21;5213.0;508.0;0;15;0;0.0974486859773642;0.0028774218300402;0.2
Novo Cabrais;8;9;Sul;RS;Novo Cabrais;2021-11-21;4196.0;537.0;0;6;0;0.1279790276453765;0.0014299332697807;0.8888888888888888
Maquiné;4;15;Sul;RS;Maquiné;2021-11-21;6714.0;900.0;0;22;0;0.1340482573726541;0.0032767351802204;0.26666666666666666
São Francisco de Sales;7;9;Sudeste;MG;São Francisco de Sales;2021-11-21;6238.0;879.0;0;31;0;0.140910548252645;0.0049695415197178;0.7777777777777778
Angical do Piauí;45;57;Nordeste;PI;Angical do Piauí;2021-11-21;6788.0;893.0;0;12;0;0.1315556865055981;0.0017678255745433;0.7894736842105263
Ipu;340;572;Nordeste;CE;Ipu;2021-11-21;41964.0;5286.0;-1;80;0;0.1259651129539605;0.0019063959584405;0.5944055944055944
Cachoeira Dourada;3;33;Sudeste;MG;Cachoeira Dourada;2021-11-21;2692.0;181.0;0;2;0;0.0672362555720653;0.00074294205052;0.09090909090909091
Tunas do Paraná;4;12;Sul;PR;Tunas do Paraná;2021-11-21;8769.0;812.0;0;23;0;0.092598928041966;0.0026228760405975;0.3333333333333333
Davinópolis;24;69;Nordeste;MA;Davinópolis;2021-11-21;12908.0;623.0;0;29;0;0.0482646420824295;0.0022466687325689;0.34782608695652173
Porto Real do Colégio;14;31;Nordeste;AL;Porto Real do Colégio;2021-11-21;20066.0;608.0;0;21;0;0.0303000099671085;0.0010465463968902;0.45161290322580644
Piraúba;23;44;Sudeste;MG;Piraúba;2021-11-21;10787.0;1662.0;0;25;0;0.1540743487531287;0.002317604523964;0.5227272727272727
São Luis do Piauí;15;15;Nordeste;PI;São Luis do Piauí;2021-11-21;2644.0;152.0;0;0;0;0.0574886535552193;0.0;1.0
Coronel José Dias;11;15;Nordeste;PI;Coronel José Dias;2021-11-21;4682.0;129.0;0;6;0;0.0275523280649295;0.0012815036309269;0.7333333333333333
Poço Redondo;29;62;Nordeste;SE;Poço Redondo;2021-11-21;34775.0;1103.0;0;32;0;0.0317181883537023;0.000920201294033;0.46774193548387094
Monte Santo;53;79;Nordeste;BA;Monte Santo;2021-11-21;49418.0;1537.0;0;64;0;0.0311020276012788;0.0012950746691488;0.6708860759493671
Formosa da Serra Negra;48;71;Nordeste;MA;Formosa da Serra Negra;2021-11-21;19089.0;1386.0;0;9;0;0.0726072607260726;0.0004714757190004;0.676056338028169
Novo Gama;89;226;Centro-Oeste;GO;Novo Gama;2021-11-21;115711.0;6937.0;0;228;0;0.0599510850308095;0.0019704263207473;0.3938053097345133
Isaías Coelho;15;25;Nordeste;PI;Isaías Coelho;2021-11-21;8549.0;765.0;0;7;0;0.089484150193005;0.0008188092174523;0.6
Nova Glória;14;36;Centro-Oeste;GO;Nova Glória;2021-11-21;8164.0;1051.0;0;30;0;0.1287359137677609;0.0036746692797648;0.3888888888888889
Aruanã;16;60;Centro-Oeste;GO;Aruanã;2021-11-21;9875.0;799.0;0;19;0;0.0809113924050632;0.0019240506329113;0.26666666666666666
Ananás;21;45;Norte;TO;Ananás;2021-11-21;9549.0;1713.0;0;28;0;0.1793905120955073;0.0029322442140538;0.4666666666666667
Maragogi;50;94;Nordeste;AL;Maragogi;2021-11-21;32704.0;1713.0;1;51;0;0.0523789138943248;0.0015594422700587;0.5319148936170213
São Bento Abade;9;18;Sudeste;MG;São Bento Abade;2021-11-21;5286.0;243.0;0;8;0;0.0459704880817253;0.0015134317063942;0.5
Potirendaba;16;47;Sudeste;SP;Potirendaba;2021-11-21;17361.0;3139.0;0;80;0;0.1808075571683658;0.0046080294913887;0.3404255319148936
Novo Lino;15;23;Nordeste;AL;Novo Lino;2021-11-21;12690.0;239.0;0;13;0;0.0188337273443656;0.0010244286840031;0.6521739130434783
Anhumas;5;7;Sudeste;SP;Anhumas;2021-11-21;4115.0;384.0;0;7;0;0.0933171324422843;0.0017010935601458;0.7142857142857143
Caxambu;77;93;Sudeste;MG;Caxambu;2021-11-21;21656.0;2066.0;0;57;0;0.0954008127077946;0.0026320650166235;0.8279569892473119
São Lourenço;121;183;Sudeste;MG;São Lourenço;2021-11-21;45851.0;6297.0;0;154;0;0.1373361540642516;0.0033587053717476;0.6612021857923497
Dom Eliseu;69;149;Norte;PA;Dom Eliseu;2021-11-21;59719.0;2157.0;0;39;0;0.0361191580568998;0.0006530584905976;0.46308724832214765
Castanheiras;5;11;Norte;RO;Castanheiras;2021-11-21;3052.0;290.0;0;8;0;0.0950196592398427;0.0026212319790301;0.45454545454545453
Remígio;52;75;Nordeste;PB;Remígio;2021-11-21;19621.0;1526.0;0;28;0;0.0777738137709596;0.001427042454513;0.6933333333333334
Santo Antônio da Platina;85;165;Sul;PR;Santo Antônio da Platina;2021-11-21;45993.0;6945.0;2;153;0;0.1510012393190268;0.0033265931772226;0.5151515151515151
Céu Azul;31;55;Sul;PR;Céu Azul;2021-11-21;11765.0;1689.0;0;34;0;0.1435614109647258;0.0028899277518062;0.5636363636363636
Santa Rita do Passa Quatro;66;97;Sudeste;SP;Santa Rita do Passa Quatro;2021-11-21;27557.0;1766.0;0;40;0;0.0640853503646986;0.0014515368146024;0.6804123711340206
Coronel Vivida;68;116;Sul;PR;Coronel Vivida;2021-11-21;20734.0;3359.0;0;85;0;0.1620044371563615;0.0040995466383717;0.5862068965517241
Governador Lindenberg;16;44;Sudeste;ES;Governador Lindenberg;2021-11-21;12709.0;2308.0;0;32;0;0.1816035880084979;0.0025179007002911;0.36363636363636365
Jaicós;19;42;Nordeste;PI;Jaicós;2021-11-21;19104.0;2207.0;34;41;0;0.1155255443886097;0.002146147403685;0.4523809523809524
Curionópolis;25;49;Norte;PA;Curionópolis;2021-11-21;17929.0;2421.0;0;34;0;0.1350326287021027;0.0018963690110993;0.5102040816326531
Nova Europa;8;26;Sudeste;SP;Nova Europa;2021-11-21;11186.0;829.0;0;29;0;0.0741104952619345;0.002592526372251;0.3076923076923077
Tanque do Piauí;11;12;Nordeste;PI;Tanque do Piauí;2021-11-21;2765.0;217.0;0;1;0;0.0784810126582278;1.0;0.9166666666666666
Bagre;20;29;Norte;PA;Bagre;2021-11-21;30673.0;951.0;0;12;0;0.0310044664688814;0.0003912235516578;0.6896551724137931
Ituberá;37;66;Nordeste;BA;Ituberá;2021-11-21;28602.0;1895.0;0;51;0;0.0662541081043283;0.0017830920914621;0.5606060606060606
Chapada dos Guimarães;25;55;Centro-Oeste;MT;Chapada dos Guimarães;2021-11-21;19752.0;1967.0;0;87;0;0.0995848521668691;0.0044046172539489;0.45454545454545453
São Joaquim do Monte;34;120;Nordeste;PE;São Joaquim do Monte;2021-11-21;21356.0;954.0;0;37;0;0.0446712867578198;0.0017325341824311;0.2833333333333333
Vale do Anari;3;14;Norte;RO;Vale do Anari;2021-11-21;11204.0;1225.0;0;25;0;0.1093359514459121;0.0022313459478757;0.21428571428571427
Lagoa da Confusão;17;57;Norte;TO;Lagoa da Confusão;2021-11-21;13357.0;2447.0;0;27;0;0.1831998203189339;0.0020214119937111;0.2982456140350877
